RUN	computerdatabase.ProveOwner	proveowner	1606766715503	 	3.3.1
USER	Prove Ownership	999	START	1606766859871	1606766859871
REQUEST	999		Prove Owner	1606766859872	1606766859931	OK	 
USER	Prove Ownership	999	END	1606766859871	1606766859931
USER	Prove Ownership	1000	START	1606766860019	1606766860019
REQUEST	1000		Prove Owner	1606766860020	1606766860080	OK	 
USER	Prove Ownership	1000	END	1606766860019	1606766860080
USER	Prove Ownership	1001	START	1606766860159	1606766860159
REQUEST	1001		Prove Owner	1606766860160	1606766860259	OK	 
USER	Prove Ownership	1001	END	1606766860159	1606766860260
USER	Prove Ownership	1002	START	1606766860299	1606766860299
REQUEST	1002		Prove Owner	1606766860299	1606766860365	OK	 
USER	Prove Ownership	1002	END	1606766860299	1606766860365
USER	Prove Ownership	1003	START	1606766860449	1606766860449
USER	Prove Ownership	1004	START	1606766860590	1606766860590
REQUEST	1003		Prove Owner	1606766860450	1606766860600	OK	 
USER	Prove Ownership	1003	END	1606766860449	1606766860600
USER	Prove Ownership	1005	START	1606766860729	1606766860729
USER	Prove Ownership	1006	START	1606766860881	1606766860881
REQUEST	1004		Prove Owner	1606766860590	1606766860926	OK	 
USER	Prove Ownership	1004	END	1606766860590	1606766860926
REQUEST	1005		Prove Owner	1606766860730	1606766861016	OK	 
USER	Prove Ownership	1005	END	1606766860729	1606766861017
USER	Prove Ownership	1007	START	1606766861019	1606766861019
USER	Prove Ownership	1008	START	1606766861160	1606766861160
REQUEST	1006		Prove Owner	1606766860882	1606766861281	OK	 
USER	Prove Ownership	1006	END	1606766860881	1606766861281
USER	Prove Ownership	1009	START	1606766861309	1606766861309
REQUEST	1007		Prove Owner	1606766861019	1606766861353	OK	 
USER	Prove Ownership	1007	END	1606766861019	1606766861354
USER	Prove Ownership	1010	START	1606766861449	1606766861449
REQUEST	1008		Prove Owner	1606766861160	1606766861499	OK	 
USER	Prove Ownership	1008	END	1606766861160	1606766861499
REQUEST	1009		Prove Owner	1606766861309	1606766861513	OK	 
USER	Prove Ownership	1009	END	1606766861309	1606766861513
REQUEST	1010		Prove Owner	1606766861449	1606766861558	OK	 
USER	Prove Ownership	1010	END	1606766861449	1606766861558
USER	Prove Ownership	1011	START	1606766861591	1606766861591
REQUEST	1011		Prove Owner	1606766861591	1606766861647	OK	 
USER	Prove Ownership	1011	END	1606766861591	1606766861647
USER	Prove Ownership	1012	START	1606766861729	1606766861729
REQUEST	1012		Prove Owner	1606766861729	1606766861799	OK	 
USER	Prove Ownership	1012	END	1606766861729	1606766861799
USER	Prove Ownership	1013	START	1606766861882	1606766861882
REQUEST	1013		Prove Owner	1606766861882	1606766861956	OK	 
USER	Prove Ownership	1013	END	1606766861882	1606766861956
USER	Prove Ownership	1014	START	1606766862021	1606766862021
REQUEST	1014		Prove Owner	1606766862022	1606766862082	OK	 
USER	Prove Ownership	1014	END	1606766862021	1606766862082
USER	Prove Ownership	1015	START	1606766862160	1606766862160
REQUEST	1015		Prove Owner	1606766862160	1606766862259	OK	 
USER	Prove Ownership	1015	END	1606766862160	1606766862259
USER	Prove Ownership	1016	START	1606766862310	1606766862310
REQUEST	1016		Prove Owner	1606766862311	1606766862408	OK	 
USER	Prove Ownership	1016	END	1606766862310	1606766862408
USER	Prove Ownership	1017	START	1606766862452	1606766862452
REQUEST	1017		Prove Owner	1606766862452	1606766862563	OK	 
USER	Prove Ownership	1017	END	1606766862452	1606766862564
USER	Prove Ownership	1018	START	1606766862589	1606766862589
REQUEST	1018		Prove Owner	1606766862590	1606766862677	OK	 
USER	Prove Ownership	1018	END	1606766862589	1606766862677
USER	Prove Ownership	1019	START	1606766862731	1606766862731
REQUEST	1019		Prove Owner	1606766862732	1606766862810	OK	 
USER	Prove Ownership	1019	END	1606766862731	1606766862811
USER	Prove Ownership	1020	START	1606766862881	1606766862881
REQUEST	1020		Prove Owner	1606766862881	1606766862941	OK	 
USER	Prove Ownership	1020	END	1606766862881	1606766862942
USER	Prove Ownership	1021	START	1606766863022	1606766863022
REQUEST	1021		Prove Owner	1606766863023	1606766863081	OK	 
USER	Prove Ownership	1021	END	1606766863022	1606766863081
USER	Prove Ownership	1022	START	1606766863160	1606766863160
REQUEST	1022		Prove Owner	1606766863160	1606766863236	OK	 
USER	Prove Ownership	1022	END	1606766863160	1606766863236
USER	Prove Ownership	1023	START	1606766863301	1606766863301
REQUEST	1023		Prove Owner	1606766863302	1606766863401	OK	 
USER	Prove Ownership	1023	END	1606766863301	1606766863402
USER	Prove Ownership	1024	START	1606766863449	1606766863449
REQUEST	1024		Prove Owner	1606766863450	1606766863520	OK	 
USER	Prove Ownership	1024	END	1606766863449	1606766863521
USER	Prove Ownership	1025	START	1606766863591	1606766863591
REQUEST	1025		Prove Owner	1606766863592	1606766863660	OK	 
USER	Prove Ownership	1025	END	1606766863591	1606766863661
USER	Prove Ownership	1026	START	1606766863731	1606766863731
REQUEST	1026		Prove Owner	1606766863731	1606766863812	OK	 
USER	Prove Ownership	1026	END	1606766863731	1606766863812
USER	Prove Ownership	1027	START	1606766863879	1606766863879
REQUEST	1027		Prove Owner	1606766863880	1606766863933	OK	 
USER	Prove Ownership	1027	END	1606766863879	1606766863934
USER	Prove Ownership	1028	START	1606766864019	1606766864019
REQUEST	1028		Prove Owner	1606766864020	1606766864091	OK	 
USER	Prove Ownership	1028	END	1606766864019	1606766864091
USER	Prove Ownership	1029	START	1606766864160	1606766864160
REQUEST	1029		Prove Owner	1606766864161	1606766864253	OK	 
USER	Prove Ownership	1029	END	1606766864160	1606766864253
USER	Prove Ownership	1030	START	1606766864310	1606766864310
REQUEST	1030		Prove Owner	1606766864310	1606766864381	OK	 
USER	Prove Ownership	1030	END	1606766864310	1606766864381
USER	Prove Ownership	1031	START	1606766864450	1606766864450
REQUEST	1031		Prove Owner	1606766864451	1606766864514	OK	 
USER	Prove Ownership	1031	END	1606766864450	1606766864514
USER	Prove Ownership	1032	START	1606766864589	1606766864589
REQUEST	1032		Prove Owner	1606766864589	1606766864637	OK	 
USER	Prove Ownership	1032	END	1606766864589	1606766864637
USER	Prove Ownership	1033	START	1606766864729	1606766864729
REQUEST	1033		Prove Owner	1606766864730	1606766864816	OK	 
USER	Prove Ownership	1033	END	1606766864729	1606766864816
USER	Prove Ownership	1034	START	1606766864880	1606766864880
REQUEST	1034		Prove Owner	1606766864881	1606766864938	OK	 
USER	Prove Ownership	1034	END	1606766864880	1606766864938
USER	Prove Ownership	1035	START	1606766865020	1606766865020
REQUEST	1035		Prove Owner	1606766865021	1606766865075	OK	 
USER	Prove Ownership	1035	END	1606766865020	1606766865075
USER	Prove Ownership	1036	START	1606766865160	1606766865160
REQUEST	1036		Prove Owner	1606766865160	1606766865220	OK	 
USER	Prove Ownership	1036	END	1606766865160	1606766865220
USER	Prove Ownership	1037	START	1606766865300	1606766865300
REQUEST	1037		Prove Owner	1606766865300	1606766865362	OK	 
USER	Prove Ownership	1037	END	1606766865300	1606766865362
USER	Prove Ownership	1038	START	1606766865450	1606766865450
REQUEST	1038		Prove Owner	1606766865450	1606766865517	OK	 
USER	Prove Ownership	1038	END	1606766865450	1606766865517
USER	Prove Ownership	1039	START	1606766865591	1606766865591
REQUEST	1039		Prove Owner	1606766865591	1606766865644	OK	 
USER	Prove Ownership	1039	END	1606766865591	1606766865645
USER	Prove Ownership	1040	START	1606766865732	1606766865732
REQUEST	1040		Prove Owner	1606766865732	1606766865806	OK	 
USER	Prove Ownership	1040	END	1606766865732	1606766865806
USER	Prove Ownership	1041	START	1606766865881	1606766865881
REQUEST	1041		Prove Owner	1606766865881	1606766865949	OK	 
USER	Prove Ownership	1041	END	1606766865881	1606766865949
USER	Prove Ownership	1042	START	1606766866020	1606766866020
REQUEST	1042		Prove Owner	1606766866021	1606766866076	OK	 
USER	Prove Ownership	1042	END	1606766866020	1606766866076
USER	Prove Ownership	1043	START	1606766866161	1606766866161
REQUEST	1043		Prove Owner	1606766866161	1606766866228	OK	 
USER	Prove Ownership	1043	END	1606766866161	1606766866229
USER	Prove Ownership	1044	START	1606766866299	1606766866299
REQUEST	1044		Prove Owner	1606766866300	1606766866408	OK	 
USER	Prove Ownership	1044	END	1606766866299	1606766866408
USER	Prove Ownership	1045	START	1606766866450	1606766866450
REQUEST	1045		Prove Owner	1606766866450	1606766866511	OK	 
USER	Prove Ownership	1045	END	1606766866450	1606766866511
USER	Prove Ownership	1046	START	1606766866590	1606766866590
REQUEST	1046		Prove Owner	1606766866590	1606766866643	OK	 
USER	Prove Ownership	1046	END	1606766866590	1606766866644
USER	Prove Ownership	1047	START	1606766866730	1606766866730
REQUEST	1047		Prove Owner	1606766866730	1606766866818	OK	 
USER	Prove Ownership	1047	END	1606766866730	1606766866818
USER	Prove Ownership	1048	START	1606766866871	1606766866871
REQUEST	1048		Prove Owner	1606766866871	1606766866938	OK	 
USER	Prove Ownership	1048	END	1606766866871	1606766866938
USER	Prove Ownership	1049	START	1606766867022	1606766867022
REQUEST	1049		Prove Owner	1606766867022	1606766867085	OK	 
USER	Prove Ownership	1049	END	1606766867022	1606766867086
USER	Prove Ownership	1050	START	1606766867160	1606766867160
REQUEST	1050		Prove Owner	1606766867160	1606766867229	OK	 
USER	Prove Ownership	1050	END	1606766867160	1606766867229
USER	Prove Ownership	1051	START	1606766867300	1606766867300
REQUEST	1051		Prove Owner	1606766867300	1606766867365	OK	 
USER	Prove Ownership	1051	END	1606766867300	1606766867365
USER	Prove Ownership	1052	START	1606766867450	1606766867450
REQUEST	1052		Prove Owner	1606766867450	1606766867507	OK	 
USER	Prove Ownership	1052	END	1606766867450	1606766867508
USER	Prove Ownership	1053	START	1606766867590	1606766867590
REQUEST	1053		Prove Owner	1606766867590	1606766867652	OK	 
USER	Prove Ownership	1053	END	1606766867590	1606766867653
USER	Prove Ownership	1054	START	1606766867729	1606766867729
REQUEST	1054		Prove Owner	1606766867730	1606766867794	OK	 
USER	Prove Ownership	1054	END	1606766867729	1606766867794
USER	Prove Ownership	1055	START	1606766867881	1606766867881
REQUEST	1055		Prove Owner	1606766867881	1606766867941	OK	 
USER	Prove Ownership	1055	END	1606766867881	1606766867942
USER	Prove Ownership	1056	START	1606766868019	1606766868019
REQUEST	1056		Prove Owner	1606766868020	1606766868075	OK	 
USER	Prove Ownership	1056	END	1606766868019	1606766868075
USER	Prove Ownership	1057	START	1606766868161	1606766868161
REQUEST	1057		Prove Owner	1606766868162	1606766868223	OK	 
USER	Prove Ownership	1057	END	1606766868161	1606766868224
USER	Prove Ownership	1058	START	1606766868309	1606766868309
REQUEST	1058		Prove Owner	1606766868310	1606766868381	OK	 
USER	Prove Ownership	1058	END	1606766868309	1606766868381
USER	Prove Ownership	1059	START	1606766868449	1606766868449
REQUEST	1059		Prove Owner	1606766868449	1606766868506	OK	 
USER	Prove Ownership	1059	END	1606766868449	1606766868506
USER	Prove Ownership	1060	START	1606766868591	1606766868591
REQUEST	1060		Prove Owner	1606766868592	1606766868663	OK	 
USER	Prove Ownership	1060	END	1606766868591	1606766868664
USER	Prove Ownership	1061	START	1606766868730	1606766868730
REQUEST	1061		Prove Owner	1606766868731	1606766868812	OK	 
USER	Prove Ownership	1061	END	1606766868730	1606766868812
USER	Prove Ownership	1062	START	1606766868880	1606766868880
REQUEST	1062		Prove Owner	1606766868881	1606766868939	OK	 
USER	Prove Ownership	1062	END	1606766868880	1606766868939
USER	Prove Ownership	1063	START	1606766869019	1606766869019
REQUEST	1063		Prove Owner	1606766869020	1606766869079	OK	 
USER	Prove Ownership	1063	END	1606766869019	1606766869079
USER	Prove Ownership	1064	START	1606766869160	1606766869160
REQUEST	1064		Prove Owner	1606766869160	1606766869220	OK	 
USER	Prove Ownership	1064	END	1606766869160	1606766869221
USER	Prove Ownership	1065	START	1606766869311	1606766869311
REQUEST	1065		Prove Owner	1606766869312	1606766869378	OK	 
USER	Prove Ownership	1065	END	1606766869311	1606766869378
USER	Prove Ownership	1066	START	1606766869451	1606766869451
REQUEST	1066		Prove Owner	1606766869451	1606766869516	OK	 
USER	Prove Ownership	1066	END	1606766869451	1606766869517
USER	Prove Ownership	1067	START	1606766869589	1606766869589
REQUEST	1067		Prove Owner	1606766869590	1606766869647	OK	 
USER	Prove Ownership	1067	END	1606766869589	1606766869647
USER	Prove Ownership	1068	START	1606766869730	1606766869730
REQUEST	1068		Prove Owner	1606766869730	1606766869818	OK	 
USER	Prove Ownership	1068	END	1606766869730	1606766869818
USER	Prove Ownership	1069	START	1606766869869	1606766869869
REQUEST	1069		Prove Owner	1606766869870	1606766869930	OK	 
USER	Prove Ownership	1069	END	1606766869869	1606766869931
USER	Prove Ownership	1070	START	1606766870021	1606766870021
REQUEST	1070		Prove Owner	1606766870021	1606766870096	OK	 
USER	Prove Ownership	1070	END	1606766870021	1606766870097
USER	Prove Ownership	1071	START	1606766870160	1606766870160
REQUEST	1071		Prove Owner	1606766870160	1606766870224	OK	 
USER	Prove Ownership	1071	END	1606766870160	1606766870224
USER	Prove Ownership	1072	START	1606766870301	1606766870301
REQUEST	1072		Prove Owner	1606766870301	1606766870370	OK	 
USER	Prove Ownership	1072	END	1606766870301	1606766870371
USER	Prove Ownership	1073	START	1606766870450	1606766870450
USER	Prove Ownership	1074	START	1606766870589	1606766870589
REQUEST	1073		Prove Owner	1606766870451	1606766870652	OK	 
USER	Prove Ownership	1073	END	1606766870450	1606766870653
USER	Prove Ownership	1075	START	1606766870729	1606766870729
REQUEST	1074		Prove Owner	1606766870590	1606766870776	OK	 
USER	Prove Ownership	1074	END	1606766870589	1606766870776
USER	Prove Ownership	1076	START	1606766870880	1606766870880
REQUEST	1075		Prove Owner	1606766870730	1606766870936	OK	 
USER	Prove Ownership	1075	END	1606766870729	1606766870937
USER	Prove Ownership	1077	START	1606766871020	1606766871020
REQUEST	1076		Prove Owner	1606766870881	1606766871093	OK	 
USER	Prove Ownership	1076	END	1606766870880	1606766871093
USER	Prove Ownership	1078	START	1606766871161	1606766871161
REQUEST	1077		Prove Owner	1606766871020	1606766871247	OK	 
USER	Prove Ownership	1077	END	1606766871020	1606766871248
USER	Prove Ownership	1079	START	1606766871309	1606766871309
REQUEST	1078		Prove Owner	1606766871161	1606766871412	OK	 
USER	Prove Ownership	1078	END	1606766871161	1606766871412
USER	Prove Ownership	1080	START	1606766871450	1606766871450
REQUEST	1079		Prove Owner	1606766871310	1606766871484	OK	 
USER	Prove Ownership	1079	END	1606766871309	1606766871484
REQUEST	1080		Prove Owner	1606766871450	1606766871523	OK	 
USER	Prove Ownership	1080	END	1606766871450	1606766871523
USER	Prove Ownership	1081	START	1606766871589	1606766871589
REQUEST	1081		Prove Owner	1606766871590	1606766871646	OK	 
USER	Prove Ownership	1081	END	1606766871589	1606766871647
USER	Prove Ownership	1082	START	1606766871729	1606766871729
REQUEST	1082		Prove Owner	1606766871729	1606766871814	OK	 
USER	Prove Ownership	1082	END	1606766871729	1606766871814
USER	Prove Ownership	1083	START	1606766871880	1606766871880
REQUEST	1083		Prove Owner	1606766871880	1606766871939	OK	 
USER	Prove Ownership	1083	END	1606766871880	1606766871940
USER	Prove Ownership	1084	START	1606766872022	1606766872022
REQUEST	1084		Prove Owner	1606766872022	1606766872090	OK	 
USER	Prove Ownership	1084	END	1606766872022	1606766872090
USER	Prove Ownership	1085	START	1606766872159	1606766872159
REQUEST	1085		Prove Owner	1606766872159	1606766872229	OK	 
USER	Prove Ownership	1085	END	1606766872159	1606766872230
USER	Prove Ownership	1086	START	1606766872301	1606766872301
REQUEST	1086		Prove Owner	1606766872301	1606766872384	OK	 
USER	Prove Ownership	1086	END	1606766872301	1606766872384
USER	Prove Ownership	1087	START	1606766872450	1606766872450
REQUEST	1087		Prove Owner	1606766872450	1606766872522	OK	 
USER	Prove Ownership	1087	END	1606766872450	1606766872523
USER	Prove Ownership	1088	START	1606766872591	1606766872591
REQUEST	1088		Prove Owner	1606766872592	1606766872658	OK	 
USER	Prove Ownership	1088	END	1606766872591	1606766872659
USER	Prove Ownership	1089	START	1606766872731	1606766872731
REQUEST	1089		Prove Owner	1606766872732	1606766872801	OK	 
USER	Prove Ownership	1089	END	1606766872731	1606766872801
USER	Prove Ownership	1090	START	1606766872879	1606766872879
REQUEST	1090		Prove Owner	1606766872879	1606766872937	OK	 
USER	Prove Ownership	1090	END	1606766872879	1606766872937
USER	Prove Ownership	1091	START	1606766873020	1606766873020
REQUEST	1091		Prove Owner	1606766873020	1606766873075	OK	 
USER	Prove Ownership	1091	END	1606766873020	1606766873075
USER	Prove Ownership	1092	START	1606766873160	1606766873160
REQUEST	1092		Prove Owner	1606766873161	1606766873219	OK	 
USER	Prove Ownership	1092	END	1606766873160	1606766873220
USER	Prove Ownership	1093	START	1606766873299	1606766873299
REQUEST	1093		Prove Owner	1606766873299	1606766873376	OK	 
USER	Prove Ownership	1093	END	1606766873299	1606766873377
USER	Prove Ownership	1094	START	1606766873449	1606766873449
REQUEST	1094		Prove Owner	1606766873450	1606766873513	OK	 
USER	Prove Ownership	1094	END	1606766873449	1606766873513
USER	Prove Ownership	1095	START	1606766873590	1606766873590
REQUEST	1095		Prove Owner	1606766873591	1606766873666	OK	 
USER	Prove Ownership	1095	END	1606766873590	1606766873667
USER	Prove Ownership	1096	START	1606766873729	1606766873729
REQUEST	1096		Prove Owner	1606766873730	1606766873813	OK	 
USER	Prove Ownership	1096	END	1606766873729	1606766873813
USER	Prove Ownership	1097	START	1606766873880	1606766873880
REQUEST	1097		Prove Owner	1606766873880	1606766873942	OK	 
USER	Prove Ownership	1097	END	1606766873880	1606766873942
USER	Prove Ownership	1098	START	1606766874020	1606766874020
REQUEST	1098		Prove Owner	1606766874020	1606766874067	OK	 
USER	Prove Ownership	1098	END	1606766874020	1606766874068
USER	Prove Ownership	1099	START	1606766874159	1606766874159
REQUEST	1099		Prove Owner	1606766874159	1606766874218	OK	 
USER	Prove Ownership	1099	END	1606766874159	1606766874218
USER	Prove Ownership	1100	START	1606766874299	1606766874299
REQUEST	1100		Prove Owner	1606766874301	1606766874378	OK	 
USER	Prove Ownership	1100	END	1606766874299	1606766874378
USER	Prove Ownership	1101	START	1606766874449	1606766874449
REQUEST	1101		Prove Owner	1606766874450	1606766874512	OK	 
USER	Prove Ownership	1101	END	1606766874449	1606766874512
USER	Prove Ownership	1102	START	1606766874591	1606766874591
REQUEST	1102		Prove Owner	1606766874591	1606766874649	OK	 
USER	Prove Ownership	1102	END	1606766874591	1606766874649
USER	Prove Ownership	1103	START	1606766874730	1606766874730
REQUEST	1103		Prove Owner	1606766874730	1606766874810	OK	 
USER	Prove Ownership	1103	END	1606766874730	1606766874810
USER	Prove Ownership	1104	START	1606766874879	1606766874879
REQUEST	1104		Prove Owner	1606766874880	1606766874947	OK	 
USER	Prove Ownership	1104	END	1606766874879	1606766874947
USER	Prove Ownership	1105	START	1606766875019	1606766875019
REQUEST	1105		Prove Owner	1606766875020	1606766875082	OK	 
USER	Prove Ownership	1105	END	1606766875019	1606766875082
USER	Prove Ownership	1106	START	1606766875160	1606766875160
REQUEST	1106		Prove Owner	1606766875160	1606766875231	OK	 
USER	Prove Ownership	1106	END	1606766875160	1606766875232
USER	Prove Ownership	1107	START	1606766875303	1606766875303
REQUEST	1107		Prove Owner	1606766875304	1606766875389	OK	 
USER	Prove Ownership	1107	END	1606766875303	1606766875389
USER	Prove Ownership	1108	START	1606766875450	1606766875450
REQUEST	1108		Prove Owner	1606766875450	1606766875509	OK	 
USER	Prove Ownership	1108	END	1606766875450	1606766875510
USER	Prove Ownership	1109	START	1606766875589	1606766875589
REQUEST	1109		Prove Owner	1606766875590	1606766875650	OK	 
USER	Prove Ownership	1109	END	1606766875589	1606766875651
USER	Prove Ownership	1110	START	1606766875729	1606766875729
REQUEST	1110		Prove Owner	1606766875730	1606766875802	OK	 
USER	Prove Ownership	1110	END	1606766875729	1606766875803
USER	Prove Ownership	1111	START	1606766875871	1606766875871
REQUEST	1111		Prove Owner	1606766875871	1606766875935	OK	 
USER	Prove Ownership	1111	END	1606766875871	1606766875935
USER	Prove Ownership	1112	START	1606766876019	1606766876019
REQUEST	1112		Prove Owner	1606766876019	1606766876078	OK	 
USER	Prove Ownership	1112	END	1606766876019	1606766876078
USER	Prove Ownership	1113	START	1606766876162	1606766876162
REQUEST	1113		Prove Owner	1606766876162	1606766876233	OK	 
USER	Prove Ownership	1113	END	1606766876162	1606766876234
USER	Prove Ownership	1114	START	1606766876300	1606766876300
REQUEST	1114		Prove Owner	1606766876300	1606766876410	OK	 
USER	Prove Ownership	1114	END	1606766876300	1606766876411
USER	Prove Ownership	1115	START	1606766876450	1606766876450
REQUEST	1115		Prove Owner	1606766876450	1606766876522	OK	 
USER	Prove Ownership	1115	END	1606766876450	1606766876523
USER	Prove Ownership	1116	START	1606766876590	1606766876590
REQUEST	1116		Prove Owner	1606766876591	1606766876670	OK	 
USER	Prove Ownership	1116	END	1606766876590	1606766876670
USER	Prove Ownership	1117	START	1606766876729	1606766876729
REQUEST	1117		Prove Owner	1606766876729	1606766876800	OK	 
USER	Prove Ownership	1117	END	1606766876729	1606766876800
USER	Prove Ownership	1118	START	1606766876880	1606766876880
REQUEST	1118		Prove Owner	1606766876881	1606766876942	OK	 
USER	Prove Ownership	1118	END	1606766876880	1606766876942
USER	Prove Ownership	1119	START	1606766877021	1606766877021
REQUEST	1119		Prove Owner	1606766877022	1606766877129	OK	 
USER	Prove Ownership	1119	END	1606766877021	1606766877130
USER	Prove Ownership	1120	START	1606766877159	1606766877159
REQUEST	1120		Prove Owner	1606766877160	1606766877273	OK	 
USER	Prove Ownership	1120	END	1606766877159	1606766877273
USER	Prove Ownership	1121	START	1606766877311	1606766877311
REQUEST	1121		Prove Owner	1606766877312	1606766877384	OK	 
USER	Prove Ownership	1121	END	1606766877311	1606766877384
USER	Prove Ownership	1122	START	1606766877450	1606766877450
REQUEST	1122		Prove Owner	1606766877450	1606766877526	OK	 
USER	Prove Ownership	1122	END	1606766877450	1606766877526
USER	Prove Ownership	1123	START	1606766877589	1606766877589
REQUEST	1123		Prove Owner	1606766877591	1606766877668	OK	 
USER	Prove Ownership	1123	END	1606766877589	1606766877668
USER	Prove Ownership	1124	START	1606766877729	1606766877729
REQUEST	1124		Prove Owner	1606766877730	1606766877787	OK	 
USER	Prove Ownership	1124	END	1606766877729	1606766877788
USER	Prove Ownership	1125	START	1606766877869	1606766877869
REQUEST	1125		Prove Owner	1606766877870	1606766877925	OK	 
USER	Prove Ownership	1125	END	1606766877869	1606766877926
USER	Prove Ownership	1126	START	1606766878020	1606766878020
REQUEST	1126		Prove Owner	1606766878020	1606766878072	OK	 
USER	Prove Ownership	1126	END	1606766878020	1606766878073
USER	Prove Ownership	1127	START	1606766878160	1606766878160
REQUEST	1127		Prove Owner	1606766878160	1606766878214	OK	 
USER	Prove Ownership	1127	END	1606766878160	1606766878214
USER	Prove Ownership	1128	START	1606766878299	1606766878299
REQUEST	1128		Prove Owner	1606766878300	1606766878409	OK	 
USER	Prove Ownership	1128	END	1606766878299	1606766878410
USER	Prove Ownership	1129	START	1606766878441	1606766878441
REQUEST	1129		Prove Owner	1606766878441	1606766878504	OK	 
USER	Prove Ownership	1129	END	1606766878441	1606766878504
USER	Prove Ownership	1130	START	1606766878590	1606766878590
REQUEST	1130		Prove Owner	1606766878591	1606766878653	OK	 
USER	Prove Ownership	1130	END	1606766878590	1606766878654
USER	Prove Ownership	1131	START	1606766878731	1606766878731
REQUEST	1131		Prove Owner	1606766878732	1606766878808	OK	 
USER	Prove Ownership	1131	END	1606766878731	1606766878809
USER	Prove Ownership	1132	START	1606766878869	1606766878869
REQUEST	1132		Prove Owner	1606766878870	1606766878932	OK	 
USER	Prove Ownership	1132	END	1606766878869	1606766878932
USER	Prove Ownership	1133	START	1606766879020	1606766879020
REQUEST	1133		Prove Owner	1606766879020	1606766879072	OK	 
USER	Prove Ownership	1133	END	1606766879020	1606766879073
USER	Prove Ownership	1134	START	1606766879160	1606766879160
REQUEST	1134		Prove Owner	1606766879160	1606766879216	OK	 
USER	Prove Ownership	1134	END	1606766879160	1606766879216
USER	Prove Ownership	1135	START	1606766879300	1606766879300
REQUEST	1135		Prove Owner	1606766879301	1606766879406	OK	 
USER	Prove Ownership	1135	END	1606766879300	1606766879406
USER	Prove Ownership	1136	START	1606766879450	1606766879450
REQUEST	1136		Prove Owner	1606766879450	1606766879515	OK	 
USER	Prove Ownership	1136	END	1606766879450	1606766879515
USER	Prove Ownership	1137	START	1606766879591	1606766879591
REQUEST	1137		Prove Owner	1606766879591	1606766879650	OK	 
USER	Prove Ownership	1137	END	1606766879591	1606766879651
USER	Prove Ownership	1138	START	1606766879729	1606766879729
REQUEST	1138		Prove Owner	1606766879729	1606766879790	OK	 
USER	Prove Ownership	1138	END	1606766879729	1606766879790
USER	Prove Ownership	1139	START	1606766879879	1606766879879
REQUEST	1139		Prove Owner	1606766879880	1606766879940	OK	 
USER	Prove Ownership	1139	END	1606766879879	1606766879940
USER	Prove Ownership	1140	START	1606766880020	1606766880020
REQUEST	1140		Prove Owner	1606766880020	1606766880081	OK	 
USER	Prove Ownership	1140	END	1606766880020	1606766880082
USER	Prove Ownership	1141	START	1606766880161	1606766880161
REQUEST	1141		Prove Owner	1606766880161	1606766880217	OK	 
USER	Prove Ownership	1141	END	1606766880161	1606766880217
USER	Prove Ownership	1142	START	1606766880302	1606766880302
REQUEST	1142		Prove Owner	1606766880302	1606766880403	OK	 
USER	Prove Ownership	1142	END	1606766880302	1606766880403
USER	Prove Ownership	1143	START	1606766880450	1606766880450
USER	Prove Ownership	1144	START	1606766880590	1606766880590
REQUEST	1143		Prove Owner	1606766880451	1606766880649	OK	 
USER	Prove Ownership	1143	END	1606766880450	1606766880649
USER	Prove Ownership	1145	START	1606766880730	1606766880730
REQUEST	1144		Prove Owner	1606766880590	1606766880754	OK	 
USER	Prove Ownership	1144	END	1606766880590	1606766880754
USER	Prove Ownership	1146	START	1606766880879	1606766880879
REQUEST	1145		Prove Owner	1606766880731	1606766880954	OK	 
USER	Prove Ownership	1145	END	1606766880730	1606766880954
USER	Prove Ownership	1147	START	1606766881019	1606766881019
USER	Prove Ownership	1148	START	1606766881159	1606766881159
REQUEST	1146		Prove Owner	1606766880880	1606766881200	OK	 
USER	Prove Ownership	1146	END	1606766880879	1606766881200
REQUEST	1147		Prove Owner	1606766881020	1606766881200	OK	 
USER	Prove Ownership	1147	END	1606766881019	1606766881201
USER	Prove Ownership	1149	START	1606766881309	1606766881309
REQUEST	1148		Prove Owner	1606766881160	1606766881377	OK	 
USER	Prove Ownership	1148	END	1606766881159	1606766881377
USER	Prove Ownership	1150	START	1606766881450	1606766881450
REQUEST	1149		Prove Owner	1606766881310	1606766881506	OK	 
USER	Prove Ownership	1149	END	1606766881309	1606766881506
REQUEST	1150		Prove Owner	1606766881450	1606766881544	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	1150	END	1606766881450	1606766881544
USER	Prove Ownership	1151	START	1606766881590	1606766881590
REQUEST	1151		Prove Owner	1606766881590	1606766881651	OK	 
USER	Prove Ownership	1151	END	1606766881590	1606766881651
USER	Prove Ownership	1152	START	1606766881729	1606766881729
REQUEST	1152		Prove Owner	1606766881730	1606766881788	OK	 
USER	Prove Ownership	1152	END	1606766881729	1606766881788
USER	Prove Ownership	1153	START	1606766881880	1606766881880
REQUEST	1153		Prove Owner	1606766881881	1606766881949	OK	 
USER	Prove Ownership	1153	END	1606766881880	1606766881949
USER	Prove Ownership	1154	START	1606766882020	1606766882020
REQUEST	1154		Prove Owner	1606766882020	1606766882087	OK	 
USER	Prove Ownership	1154	END	1606766882020	1606766882087
USER	Prove Ownership	1155	START	1606766882160	1606766882160
