RUN	computerdatabase.ProveOwner	proveowner	1606767974831	 	3.3.1
USER	Prove Ownership	6803	START	1606768732302	1606768732302
REQUEST	6803		Prove Owner	1606768732303	1606768732388	OK	 
USER	Prove Ownership	6803	END	1606768732302	1606768732388
USER	Prove Ownership	6804	START	1606768732414	1606768732414
REQUEST	6804		Prove Owner	1606768732414	1606768732483	OK	 
USER	Prove Ownership	6804	END	1606768732414	1606768732483
USER	Prove Ownership	6805	START	1606768732523	1606768732523
REQUEST	6805		Prove Owner	1606768732523	1606768732592	OK	 
USER	Prove Ownership	6805	END	1606768732523	1606768732592
USER	Prove Ownership	6806	START	1606768732634	1606768732634
REQUEST	6806		Prove Owner	1606768732634	1606768732702	OK	 
USER	Prove Ownership	6806	END	1606768732634	1606768732702
USER	Prove Ownership	6807	START	1606768732741	1606768732741
REQUEST	6807		Prove Owner	1606768732741	1606768732800	OK	 
USER	Prove Ownership	6807	END	1606768732741	1606768732801
USER	Prove Ownership	6808	START	1606768732864	1606768732864
REQUEST	6808		Prove Owner	1606768732865	1606768732951	OK	 
USER	Prove Ownership	6808	END	1606768732864	1606768732952
USER	Prove Ownership	6809	START	1606768732972	1606768732972
REQUEST	6809		Prove Owner	1606768732972	1606768733030	OK	 
USER	Prove Ownership	6809	END	1606768732972	1606768733030
USER	Prove Ownership	6810	START	1606768733083	1606768733083
REQUEST	6810		Prove Owner	1606768733083	1606768733138	OK	 
USER	Prove Ownership	6810	END	1606768733083	1606768733138
USER	Prove Ownership	6811	START	1606768733192	1606768733192
REQUEST	6811		Prove Owner	1606768733192	1606768733241	OK	 
USER	Prove Ownership	6811	END	1606768733192	1606768733242
USER	Prove Ownership	6812	START	1606768733304	1606768733304
REQUEST	6812		Prove Owner	1606768733304	1606768733382	OK	 
USER	Prove Ownership	6812	END	1606768733304	1606768733382
USER	Prove Ownership	6813	START	1606768733413	1606768733413
REQUEST	6813		Prove Owner	1606768733413	1606768733490	OK	 
USER	Prove Ownership	6813	END	1606768733413	1606768733490
USER	Prove Ownership	6814	START	1606768733524	1606768733524
REQUEST	6814		Prove Owner	1606768733524	1606768733614	OK	 
USER	Prove Ownership	6814	END	1606768733524	1606768733614
USER	Prove Ownership	6815	START	1606768733642	1606768733642
REQUEST	6815		Prove Owner	1606768733642	1606768733703	OK	 
USER	Prove Ownership	6815	END	1606768733642	1606768733703
USER	Prove Ownership	6816	START	1606768733752	1606768733752
REQUEST	6816		Prove Owner	1606768733753	1606768733811	OK	 
USER	Prove Ownership	6816	END	1606768733752	1606768733811
USER	Prove Ownership	6817	START	1606768733863	1606768733863
REQUEST	6817		Prove Owner	1606768733863	1606768733919	OK	 
USER	Prove Ownership	6817	END	1606768733863	1606768733919
USER	Prove Ownership	6818	START	1606768733971	1606768733971
REQUEST	6818		Prove Owner	1606768733972	1606768734030	OK	 
USER	Prove Ownership	6818	END	1606768733971	1606768734030
USER	Prove Ownership	6819	START	1606768734082	1606768734082
REQUEST	6819		Prove Owner	1606768734082	1606768734147	OK	 
USER	Prove Ownership	6819	END	1606768734082	1606768734147
USER	Prove Ownership	6820	START	1606768734194	1606768734194
REQUEST	6820		Prove Owner	1606768734194	1606768734248	OK	 
USER	Prove Ownership	6820	END	1606768734194	1606768734248
USER	Prove Ownership	6821	START	1606768734302	1606768734302
REQUEST	6821		Prove Owner	1606768734302	1606768734385	OK	 
USER	Prove Ownership	6821	END	1606768734302	1606768734385
USER	Prove Ownership	6822	START	1606768734412	1606768734412
REQUEST	6822		Prove Owner	1606768734412	1606768734486	OK	 
USER	Prove Ownership	6822	END	1606768734412	1606768734487
USER	Prove Ownership	6823	START	1606768734523	1606768734523
REQUEST	6823		Prove Owner	1606768734523	1606768734623	OK	 
USER	Prove Ownership	6823	END	1606768734523	1606768734623
USER	Prove Ownership	6824	START	1606768734631	1606768734631
REQUEST	6824		Prove Owner	1606768734631	1606768734692	OK	 
USER	Prove Ownership	6824	END	1606768734631	1606768734692
USER	Prove Ownership	6825	START	1606768734753	1606768734753
REQUEST	6825		Prove Owner	1606768734753	1606768734812	OK	 
USER	Prove Ownership	6825	END	1606768734753	1606768734812
USER	Prove Ownership	6826	START	1606768734862	1606768734862
REQUEST	6826		Prove Owner	1606768734862	1606768734934	OK	 
USER	Prove Ownership	6826	END	1606768734862	1606768734934
USER	Prove Ownership	6827	START	1606768734974	1606768734974
REQUEST	6827		Prove Owner	1606768734975	1606768735030	OK	 
USER	Prove Ownership	6827	END	1606768734974	1606768735030
USER	Prove Ownership	6828	START	1606768735085	1606768735085
USER	Prove Ownership	6829	START	1606768735192	1606768735192
REQUEST	6828		Prove Owner	1606768735086	1606768735198	OK	 
USER	Prove Ownership	6828	END	1606768735085	1606768735198
REQUEST	6829		Prove Owner	1606768735192	1606768735259	OK	 
USER	Prove Ownership	6829	END	1606768735192	1606768735259
USER	Prove Ownership	6830	START	1606768735302	1606768735302
REQUEST	6830		Prove Owner	1606768735302	1606768735392	OK	 
USER	Prove Ownership	6830	END	1606768735302	1606768735393
USER	Prove Ownership	6831	START	1606768735412	1606768735412
REQUEST	6831		Prove Owner	1606768735412	1606768735479	OK	 
USER	Prove Ownership	6831	END	1606768735412	1606768735480
USER	Prove Ownership	6832	START	1606768735523	1606768735523
REQUEST	6832		Prove Owner	1606768735523	1606768735583	OK	 
USER	Prove Ownership	6832	END	1606768735523	1606768735584
USER	Prove Ownership	6833	START	1606768735642	1606768735642
REQUEST	6833		Prove Owner	1606768735642	1606768735708	OK	 
USER	Prove Ownership	6833	END	1606768735642	1606768735708
USER	Prove Ownership	6834	START	1606768735751	1606768735751
REQUEST	6834		Prove Owner	1606768735751	1606768735805	OK	 
USER	Prove Ownership	6834	END	1606768735751	1606768735805
USER	Prove Ownership	6835	START	1606768735862	1606768735862
REQUEST	6835		Prove Owner	1606768735862	1606768735928	OK	 
USER	Prove Ownership	6835	END	1606768735862	1606768735928
USER	Prove Ownership	6836	START	1606768735972	1606768735972
REQUEST	6836		Prove Owner	1606768735972	1606768736032	OK	 
USER	Prove Ownership	6836	END	1606768735972	1606768736033
USER	Prove Ownership	6837	START	1606768736084	1606768736084
REQUEST	6837		Prove Owner	1606768736084	1606768736144	OK	 
USER	Prove Ownership	6837	END	1606768736084	1606768736145
USER	Prove Ownership	6838	START	1606768736194	1606768736194
REQUEST	6838		Prove Owner	1606768736194	1606768736257	OK	 
USER	Prove Ownership	6838	END	1606768736194	1606768736257
USER	Prove Ownership	6839	START	1606768736302	1606768736302
REQUEST	6839		Prove Owner	1606768736302	1606768736353	OK	 
USER	Prove Ownership	6839	END	1606768736302	1606768736353
USER	Prove Ownership	6840	START	1606768736414	1606768736414
REQUEST	6840		Prove Owner	1606768736414	1606768736487	OK	 
USER	Prove Ownership	6840	END	1606768736414	1606768736488
USER	Prove Ownership	6841	START	1606768736522	1606768736522
REQUEST	6841		Prove Owner	1606768736523	1606768736586	OK	 
USER	Prove Ownership	6841	END	1606768736522	1606768736586
USER	Prove Ownership	6842	START	1606768736642	1606768736642
REQUEST	6842		Prove Owner	1606768736642	1606768736714	OK	 
USER	Prove Ownership	6842	END	1606768736642	1606768736715
USER	Prove Ownership	6843	START	1606768736752	1606768736752
REQUEST	6843		Prove Owner	1606768736753	1606768736838	OK	 
USER	Prove Ownership	6843	END	1606768736752	1606768736838
USER	Prove Ownership	6844	START	1606768736862	1606768736862
REQUEST	6844		Prove Owner	1606768736863	1606768736939	OK	 
USER	Prove Ownership	6844	END	1606768736862	1606768736939
USER	Prove Ownership	6845	START	1606768736972	1606768736972
REQUEST	6845		Prove Owner	1606768736972	1606768737040	OK	 
USER	Prove Ownership	6845	END	1606768736972	1606768737040
USER	Prove Ownership	6846	START	1606768737082	1606768737082
USER	Prove Ownership	6847	START	1606768737192	1606768737192
REQUEST	6846		Prove Owner	1606768737082	1606768737245	OK	 
USER	Prove Ownership	6846	END	1606768737082	1606768737246
USER	Prove Ownership	6848	START	1606768737302	1606768737302
REQUEST	6847		Prove Owner	1606768737192	1606768737326	OK	 
USER	Prove Ownership	6847	END	1606768737192	1606768737327
REQUEST	6848		Prove Owner	1606768737303	1606768737403	OK	 
USER	Prove Ownership	6848	END	1606768737302	1606768737403
USER	Prove Ownership	6849	START	1606768737411	1606768737411
REQUEST	6849		Prove Owner	1606768737411	1606768737468	OK	 
USER	Prove Ownership	6849	END	1606768737411	1606768737468
USER	Prove Ownership	6850	START	1606768737521	1606768737521
REQUEST	6850		Prove Owner	1606768737521	1606768737587	OK	 
USER	Prove Ownership	6850	END	1606768737521	1606768737587
USER	Prove Ownership	6851	START	1606768737642	1606768737642
REQUEST	6851		Prove Owner	1606768737642	1606768737703	OK	 
USER	Prove Ownership	6851	END	1606768737642	1606768737703
USER	Prove Ownership	6852	START	1606768737752	1606768737752
REQUEST	6852		Prove Owner	1606768737752	1606768737806	OK	 
USER	Prove Ownership	6852	END	1606768737752	1606768737806
USER	Prove Ownership	6853	START	1606768737863	1606768737863
REQUEST	6853		Prove Owner	1606768737864	1606768737950	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	6853	END	1606768737863	1606768737950
USER	Prove Ownership	6854	START	1606768737974	1606768737974
REQUEST	6854		Prove Owner	1606768737974	1606768738033	OK	 
USER	Prove Ownership	6854	END	1606768737974	1606768738033
USER	Prove Ownership	6855	START	1606768738082	1606768738082
REQUEST	6855		Prove Owner	1606768738082	1606768738133	OK	 
USER	Prove Ownership	6855	END	1606768738082	1606768738133
USER	Prove Ownership	6856	START	1606768738193	1606768738193
REQUEST	6856		Prove Owner	1606768738193	1606768738241	OK	 
USER	Prove Ownership	6856	END	1606768738193	1606768738241
USER	Prove Ownership	6857	START	1606768738302	1606768738302
REQUEST	6857		Prove Owner	1606768738302	1606768738364	OK	 
USER	Prove Ownership	6857	END	1606768738302	1606768738365
USER	Prove Ownership	6858	START	1606768738416	1606768738416
REQUEST	6858		Prove Owner	1606768738416	1606768738485	OK	 
USER	Prove Ownership	6858	END	1606768738416	1606768738485
USER	Prove Ownership	6859	START	1606768738524	1606768738524
REQUEST	6859		Prove Owner	1606768738524	1606768738592	OK	 
USER	Prove Ownership	6859	END	1606768738524	1606768738592
USER	Prove Ownership	6860	START	1606768738633	1606768738633
REQUEST	6860		Prove Owner	1606768738633	1606768738684	OK	 
USER	Prove Ownership	6860	END	1606768738633	1606768738684
USER	Prove Ownership	6861	START	1606768738751	1606768738751
REQUEST	6861		Prove Owner	1606768738752	1606768738812	OK	 
USER	Prove Ownership	6861	END	1606768738751	1606768738812
USER	Prove Ownership	6862	START	1606768738862	1606768738862
REQUEST	6862		Prove Owner	1606768738862	1606768738946	OK	 
USER	Prove Ownership	6862	END	1606768738862	1606768738946
USER	Prove Ownership	6863	START	1606768738974	1606768738974
REQUEST	6863		Prove Owner	1606768738974	1606768739034	OK	 
USER	Prove Ownership	6863	END	1606768738974	1606768739034
USER	Prove Ownership	6864	START	1606768739082	1606768739082
REQUEST	6864		Prove Owner	1606768739083	1606768739142	OK	 
USER	Prove Ownership	6864	END	1606768739082	1606768739142
USER	Prove Ownership	6865	START	1606768739194	1606768739194
REQUEST	6865		Prove Owner	1606768739195	1606768739253	OK	 
USER	Prove Ownership	6865	END	1606768739194	1606768739254
USER	Prove Ownership	6866	START	1606768739304	1606768739304
REQUEST	6866		Prove Owner	1606768739304	1606768739370	OK	 
USER	Prove Ownership	6866	END	1606768739304	1606768739370
USER	Prove Ownership	6867	START	1606768739413	1606768739413
REQUEST	6867		Prove Owner	1606768739413	1606768739477	OK	 
USER	Prove Ownership	6867	END	1606768739413	1606768739477
USER	Prove Ownership	6868	START	1606768739522	1606768739522
REQUEST	6868		Prove Owner	1606768739523	1606768739627	OK	 
USER	Prove Ownership	6868	END	1606768739522	1606768739627
USER	Prove Ownership	6869	START	1606768739641	1606768739641
REQUEST	6869		Prove Owner	1606768739642	1606768739696	OK	 
USER	Prove Ownership	6869	END	1606768739641	1606768739697
USER	Prove Ownership	6870	START	1606768739756	1606768739756
REQUEST	6870		Prove Owner	1606768739756	1606768739820	OK	 
USER	Prove Ownership	6870	END	1606768739756	1606768739820
USER	Prove Ownership	6871	START	1606768739866	1606768739866
REQUEST	6871		Prove Owner	1606768739866	1606768739937	OK	 
USER	Prove Ownership	6871	END	1606768739866	1606768739937
USER	Prove Ownership	6872	START	1606768739974	1606768739974
REQUEST	6872		Prove Owner	1606768739974	1606768740025	OK	 
USER	Prove Ownership	6872	END	1606768739974	1606768740026
USER	Prove Ownership	6873	START	1606768740082	1606768740082
REQUEST	6873		Prove Owner	1606768740083	1606768740139	OK	 
USER	Prove Ownership	6873	END	1606768740082	1606768740139
USER	Prove Ownership	6874	START	1606768740192	1606768740192
REQUEST	6874		Prove Owner	1606768740192	1606768740250	OK	 
USER	Prove Ownership	6874	END	1606768740192	1606768740250
USER	Prove Ownership	6875	START	1606768740303	1606768740303
REQUEST	6875		Prove Owner	1606768740303	1606768740372	OK	 
USER	Prove Ownership	6875	END	1606768740303	1606768740372
USER	Prove Ownership	6876	START	1606768740412	1606768740412
USER	Prove Ownership	6877	START	1606768740522	1606768740522
REQUEST	6876		Prove Owner	1606768740412	1606768740618	OK	 
USER	Prove Ownership	6876	END	1606768740412	1606768740618
USER	Prove Ownership	6878	START	1606768740633	1606768740633
REQUEST	6877		Prove Owner	1606768740523	1606768740742	OK	 
USER	Prove Ownership	6877	END	1606768740522	1606768740742
USER	Prove Ownership	6879	START	1606768740753	1606768740753
REQUEST	6878		Prove Owner	1606768740633	1606768740828	OK	 
USER	Prove Ownership	6878	END	1606768740633	1606768740829
USER	Prove Ownership	6880	START	1606768740861	1606768740861
REQUEST	6879		Prove Owner	1606768740753	1606768740912	OK	 
USER	Prove Ownership	6879	END	1606768740753	1606768740912
USER	Prove Ownership	6881	START	1606768740974	1606768740974
REQUEST	6880		Prove Owner	1606768740861	1606768741050	OK	 
USER	Prove Ownership	6880	END	1606768740861	1606768741050
USER	Prove Ownership	6882	START	1606768741082	1606768741082
USER	Prove Ownership	6883	START	1606768741193	1606768741193
REQUEST	6881		Prove Owner	1606768740974	1606768741240	OK	 
USER	Prove Ownership	6881	END	1606768740974	1606768741240
USER	Prove Ownership	6884	START	1606768741302	1606768741302
REQUEST	6882		Prove Owner	1606768741082	1606768741348	OK	 
USER	Prove Ownership	6882	END	1606768741082	1606768741349
USER	Prove Ownership	6885	START	1606768741412	1606768741412
USER	Prove Ownership	6886	START	1606768741521	1606768741521
REQUEST	6884		Prove Owner	1606768741302	1606768741574	OK	 
USER	Prove Ownership	6884	END	1606768741302	1606768741574
REQUEST	6883		Prove Owner	1606768741193	1606768741588	OK	 
USER	Prove Ownership	6883	END	1606768741193	1606768741588
REQUEST	6885		Prove Owner	1606768741412	1606768741604	OK	 
USER	Prove Ownership	6885	END	1606768741412	1606768741604
USER	Prove Ownership	6887	START	1606768741641	1606768741641
REQUEST	6886		Prove Owner	1606768741521	1606768741671	OK	 
USER	Prove Ownership	6886	END	1606768741521	1606768741671
REQUEST	6887		Prove Owner	1606768741641	1606768741710	OK	 
USER	Prove Ownership	6887	END	1606768741641	1606768741710
USER	Prove Ownership	6888	START	1606768741752	1606768741752
REQUEST	6888		Prove Owner	1606768741752	1606768741846	OK	 
USER	Prove Ownership	6888	END	1606768741752	1606768741847
USER	Prove Ownership	6889	START	1606768741864	1606768741864
REQUEST	6889		Prove Owner	1606768741864	1606768741932	OK	 
USER	Prove Ownership	6889	END	1606768741864	1606768741932
USER	Prove Ownership	6890	START	1606768741971	1606768741971
REQUEST	6890		Prove Owner	1606768741971	1606768742024	OK	 
USER	Prove Ownership	6890	END	1606768741971	1606768742024
USER	Prove Ownership	6891	START	1606768742084	1606768742084
REQUEST	6891		Prove Owner	1606768742085	1606768742139	OK	 
USER	Prove Ownership	6891	END	1606768742084	1606768742139
USER	Prove Ownership	6892	START	1606768742193	1606768742193
REQUEST	6892		Prove Owner	1606768742193	1606768742246	OK	 
USER	Prove Ownership	6892	END	1606768742193	1606768742246
USER	Prove Ownership	6893	START	1606768742301	1606768742301
REQUEST	6893		Prove Owner	1606768742302	1606768742388	OK	 
USER	Prove Ownership	6893	END	1606768742301	1606768742389
USER	Prove Ownership	6894	START	1606768742412	1606768742412
REQUEST	6894		Prove Owner	1606768742412	1606768742490	OK	 
USER	Prove Ownership	6894	END	1606768742412	1606768742490
USER	Prove Ownership	6895	START	1606768742521	1606768742521
REQUEST	6895		Prove Owner	1606768742521	1606768742584	OK	 
USER	Prove Ownership	6895	END	1606768742521	1606768742585
USER	Prove Ownership	6896	START	1606768742632	1606768742632
REQUEST	6896		Prove Owner	1606768742632	1606768742695	OK	 
USER	Prove Ownership	6896	END	1606768742632	1606768742695
USER	Prove Ownership	6897	START	1606768742753	1606768742753
REQUEST	6897		Prove Owner	1606768742754	1606768742817	OK	 
USER	Prove Ownership	6897	END	1606768742753	1606768742817
USER	Prove Ownership	6898	START	1606768742862	1606768742862
REQUEST	6898		Prove Owner	1606768742863	1606768742956	OK	 
USER	Prove Ownership	6898	END	1606768742862	1606768742956
USER	Prove Ownership	6899	START	1606768742975	1606768742975
REQUEST	6899		Prove Owner	1606768742975	1606768743025	OK	 
USER	Prove Ownership	6899	END	1606768742975	1606768743025
USER	Prove Ownership	6900	START	1606768743083	1606768743083
