RUN	computerdatabase.ProveOwner	proveowner	1606767974831	 	3.3.1
USER	Prove Ownership	9332	END	1606769013301	1606769013356
USER	Prove Ownership	9333	START	1606769013412	1606769013412
REQUEST	9333		Prove Owner	1606769013413	1606769013486	OK	 
USER	Prove Ownership	9333	END	1606769013412	1606769013486
USER	Prove Ownership	9334	START	1606769013525	1606769013525
REQUEST	9334		Prove Owner	1606769013525	1606769013580	OK	 
USER	Prove Ownership	9334	END	1606769013525	1606769013580
USER	Prove Ownership	9335	START	1606769013642	1606769013642
REQUEST	9335		Prove Owner	1606769013643	1606769013698	OK	 
USER	Prove Ownership	9335	END	1606769013642	1606769013698
USER	Prove Ownership	9336	START	1606769013753	1606769013753
REQUEST	9336		Prove Owner	1606769013754	1606769013810	OK	 
USER	Prove Ownership	9336	END	1606769013753	1606769013810
USER	Prove Ownership	9337	START	1606769013861	1606769013861
REQUEST	9337		Prove Owner	1606769013862	1606769013916	OK	 
USER	Prove Ownership	9337	END	1606769013861	1606769013916
USER	Prove Ownership	9338	START	1606769013973	1606769013973
REQUEST	9338		Prove Owner	1606769013973	1606769014030	OK	 
USER	Prove Ownership	9338	END	1606769013973	1606769014030
USER	Prove Ownership	9339	START	1606769014083	1606769014083
REQUEST	9339		Prove Owner	1606769014083	1606769014145	OK	 
USER	Prove Ownership	9339	END	1606769014083	1606769014145
USER	Prove Ownership	9340	START	1606769014195	1606769014195
REQUEST	9340		Prove Owner	1606769014195	1606769014265	OK	 
USER	Prove Ownership	9340	END	1606769014195	1606769014265
USER	Prove Ownership	9341	START	1606769014302	1606769014302
REQUEST	9341		Prove Owner	1606769014303	1606769014362	OK	 
USER	Prove Ownership	9341	END	1606769014302	1606769014362
USER	Prove Ownership	9342	START	1606769014411	1606769014411
REQUEST	9342		Prove Owner	1606769014412	1606769014504	OK	 
USER	Prove Ownership	9342	END	1606769014411	1606769014504
USER	Prove Ownership	9343	START	1606769014522	1606769014522
REQUEST	9343		Prove Owner	1606769014522	1606769014580	OK	 
USER	Prove Ownership	9343	END	1606769014522	1606769014580
USER	Prove Ownership	9344	START	1606769014645	1606769014645
REQUEST	9344		Prove Owner	1606769014645	1606769014708	OK	 
USER	Prove Ownership	9344	END	1606769014645	1606769014708
USER	Prove Ownership	9345	START	1606769014756	1606769014756
REQUEST	9345		Prove Owner	1606769014756	1606769014802	OK	 
USER	Prove Ownership	9345	END	1606769014756	1606769014802
USER	Prove Ownership	9346	START	1606769014864	1606769014864
REQUEST	9346		Prove Owner	1606769014864	1606769014923	OK	 
USER	Prove Ownership	9346	END	1606769014864	1606769014924
USER	Prove Ownership	9347	START	1606769014971	1606769014971
REQUEST	9347		Prove Owner	1606769014972	1606769015035	OK	 
USER	Prove Ownership	9347	END	1606769014971	1606769015035
USER	Prove Ownership	9348	START	1606769015085	1606769015085
REQUEST	9348		Prove Owner	1606769015085	1606769015141	OK	 
USER	Prove Ownership	9348	END	1606769015085	1606769015141
USER	Prove Ownership	9349	START	1606769015194	1606769015194
REQUEST	9349		Prove Owner	1606769015194	1606769015251	OK	 
USER	Prove Ownership	9349	END	1606769015194	1606769015251
USER	Prove Ownership	9350	START	1606769015304	1606769015304
REQUEST	9350		Prove Owner	1606769015304	1606769015379	OK	 
USER	Prove Ownership	9350	END	1606769015304	1606769015379
USER	Prove Ownership	9351	START	1606769015412	1606769015412
REQUEST	9351		Prove Owner	1606769015413	1606769015515	OK	 
USER	Prove Ownership	9351	END	1606769015412	1606769015515
USER	Prove Ownership	9352	START	1606769015522	1606769015522
REQUEST	9352		Prove Owner	1606769015522	1606769015588	OK	 
USER	Prove Ownership	9352	END	1606769015522	1606769015588
USER	Prove Ownership	9353	START	1606769015645	1606769015645
REQUEST	9353		Prove Owner	1606769015645	1606769015715	OK	 
USER	Prove Ownership	9353	END	1606769015645	1606769015715
USER	Prove Ownership	9354	START	1606769015756	1606769015756
REQUEST	9354		Prove Owner	1606769015756	1606769015814	OK	 
USER	Prove Ownership	9354	END	1606769015756	1606769015814
USER	Prove Ownership	9355	START	1606769015862	1606769015862
REQUEST	9355		Prove Owner	1606769015862	1606769015921	OK	 
USER	Prove Ownership	9355	END	1606769015862	1606769015921
USER	Prove Ownership	9356	START	1606769015972	1606769015972
REQUEST	9356		Prove Owner	1606769015973	1606769016050	OK	 
USER	Prove Ownership	9356	END	1606769015972	1606769016050
USER	Prove Ownership	9357	START	1606769016085	1606769016085
REQUEST	9357		Prove Owner	1606769016085	1606769016145	OK	 
USER	Prove Ownership	9357	END	1606769016085	1606769016145
USER	Prove Ownership	9358	START	1606769016192	1606769016192
REQUEST	9358		Prove Owner	1606769016193	1606769016243	OK	 
USER	Prove Ownership	9358	END	1606769016192	1606769016243
USER	Prove Ownership	9359	START	1606769016302	1606769016302
REQUEST	9359		Prove Owner	1606769016302	1606769016369	OK	 
USER	Prove Ownership	9359	END	1606769016302	1606769016369
USER	Prove Ownership	9360	START	1606769016415	1606769016415
REQUEST	9360		Prove Owner	1606769016415	1606769016497	OK	 
USER	Prove Ownership	9360	END	1606769016415	1606769016497
USER	Prove Ownership	9361	START	1606769016521	1606769016521
REQUEST	9361		Prove Owner	1606769016522	1606769016584	OK	 
USER	Prove Ownership	9361	END	1606769016521	1606769016584
USER	Prove Ownership	9362	START	1606769016631	1606769016631
REQUEST	9362		Prove Owner	1606769016632	1606769016700	OK	 
USER	Prove Ownership	9362	END	1606769016631	1606769016700
USER	Prove Ownership	9363	START	1606769016742	1606769016742
REQUEST	9363		Prove Owner	1606769016742	1606769016824	OK	 
USER	Prove Ownership	9363	END	1606769016742	1606769016825
USER	Prove Ownership	9364	START	1606769016865	1606769016865
REQUEST	9364		Prove Owner	1606769016866	1606769016917	OK	 
USER	Prove Ownership	9364	END	1606769016865	1606769016917
USER	Prove Ownership	9365	START	1606769016972	1606769016972
REQUEST	9365		Prove Owner	1606769016972	1606769017051	OK	 
USER	Prove Ownership	9365	END	1606769016972	1606769017052
USER	Prove Ownership	9366	START	1606769017086	1606769017086
REQUEST	9366		Prove Owner	1606769017086	1606769017145	OK	 
USER	Prove Ownership	9366	END	1606769017086	1606769017145
USER	Prove Ownership	9367	START	1606769017194	1606769017194
REQUEST	9367		Prove Owner	1606769017194	1606769017260	OK	 
USER	Prove Ownership	9367	END	1606769017194	1606769017260
USER	Prove Ownership	9368	START	1606769017306	1606769017306
REQUEST	9368		Prove Owner	1606769017306	1606769017382	OK	 
USER	Prove Ownership	9368	END	1606769017306	1606769017383
USER	Prove Ownership	9369	START	1606769017415	1606769017415
USER	Prove Ownership	9370	START	1606769017524	1606769017524
REQUEST	9369		Prove Owner	1606769017415	1606769017542	OK	 
USER	Prove Ownership	9369	END	1606769017415	1606769017542
REQUEST	9370		Prove Owner	1606769017524	1606769017590	OK	 
USER	Prove Ownership	9370	END	1606769017524	1606769017590
USER	Prove Ownership	9371	START	1606769017642	1606769017642
REQUEST	9371		Prove Owner	1606769017642	1606769017707	OK	 
USER	Prove Ownership	9371	END	1606769017642	1606769017707
USER	Prove Ownership	9372	START	1606769017751	1606769017751
REQUEST	9372		Prove Owner	1606769017751	1606769017808	OK	 
USER	Prove Ownership	9372	END	1606769017751	1606769017808
USER	Prove Ownership	9373	START	1606769017861	1606769017861
REQUEST	9373		Prove Owner	1606769017861	1606769017943	OK	 
USER	Prove Ownership	9373	END	1606769017861	1606769017943
USER	Prove Ownership	9374	START	1606769017976	1606769017976
REQUEST	9374		Prove Owner	1606769017976	1606769018060	OK	 
USER	Prove Ownership	9374	END	1606769017976	1606769018060
USER	Prove Ownership	9375	START	1606769018084	1606769018084
REQUEST	9375		Prove Owner	1606769018084	1606769018133	OK	 
USER	Prove Ownership	9375	END	1606769018084	1606769018134
USER	Prove Ownership	9376	START	1606769018191	1606769018191
REQUEST	9376		Prove Owner	1606769018192	1606769018239	OK	 
USER	Prove Ownership	9376	END	1606769018191	1606769018239
USER	Prove Ownership	9377	START	1606769018303	1606769018303
REQUEST	9377		Prove Owner	1606769018304	1606769018375	OK	 
USER	Prove Ownership	9377	END	1606769018303	1606769018375
USER	Prove Ownership	9378	START	1606769018414	1606769018414
REQUEST	9378		Prove Owner	1606769018414	1606769018475	OK	 
USER	Prove Ownership	9378	END	1606769018414	1606769018475
USER	Prove Ownership	9379	START	1606769018523	1606769018523
REQUEST	9379		Prove Owner	1606769018524	1606769018579	OK	 
USER	Prove Ownership	9379	END	1606769018523	1606769018579
USER	Prove Ownership	9380	START	1606769018643	1606769018643
REQUEST	9380		Prove Owner	1606769018643	1606769018696	OK	 
USER	Prove Ownership	9380	END	1606769018643	1606769018696
USER	Prove Ownership	9381	START	1606769018752	1606769018752
REQUEST	9381		Prove Owner	1606769018752	1606769018809	OK	 
USER	Prove Ownership	9381	END	1606769018752	1606769018809
USER	Prove Ownership	9382	START	1606769018864	1606769018864
REQUEST	9382		Prove Owner	1606769018864	1606769018920	OK	 
USER	Prove Ownership	9382	END	1606769018864	1606769018920
USER	Prove Ownership	9383	START	1606769018974	1606769018974
REQUEST	9383		Prove Owner	1606769018975	1606769019079	OK	 
USER	Prove Ownership	9383	END	1606769018974	1606769019079
USER	Prove Ownership	9384	START	1606769019083	1606769019083
REQUEST	9384		Prove Owner	1606769019083	1606769019139	OK	 
USER	Prove Ownership	9384	END	1606769019083	1606769019139
USER	Prove Ownership	9385	START	1606769019194	1606769019194
REQUEST	9385		Prove Owner	1606769019194	1606769019252	OK	 
USER	Prove Ownership	9385	END	1606769019194	1606769019252
USER	Prove Ownership	9386	START	1606769019302	1606769019302
REQUEST	9386		Prove Owner	1606769019302	1606769019362	OK	 
USER	Prove Ownership	9386	END	1606769019302	1606769019362
USER	Prove Ownership	9387	START	1606769019415	1606769019415
REQUEST	9387		Prove Owner	1606769019415	1606769019478	OK	 
USER	Prove Ownership	9387	END	1606769019415	1606769019478
USER	Prove Ownership	9388	START	1606769019524	1606769019524
REQUEST	9388		Prove Owner	1606769019524	1606769019573	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	9388	END	1606769019524	1606769019573
USER	Prove Ownership	9389	START	1606769019634	1606769019634
REQUEST	9389		Prove Owner	1606769019634	1606769019695	OK	 
USER	Prove Ownership	9389	END	1606769019634	1606769019695
USER	Prove Ownership	9390	START	1606769019751	1606769019751
REQUEST	9390		Prove Owner	1606769019752	1606769019811	OK	 
USER	Prove Ownership	9390	END	1606769019751	1606769019811
USER	Prove Ownership	9391	START	1606769019863	1606769019863
REQUEST	9391		Prove Owner	1606769019863	1606769019919	OK	 
USER	Prove Ownership	9391	END	1606769019863	1606769019919
USER	Prove Ownership	9392	START	1606769019975	1606769019975
REQUEST	9392		Prove Owner	1606769019976	1606769020078	OK	 
USER	Prove Ownership	9392	END	1606769019975	1606769020078
USER	Prove Ownership	9393	START	1606769020082	1606769020082
REQUEST	9393		Prove Owner	1606769020082	1606769020131	OK	 
USER	Prove Ownership	9393	END	1606769020082	1606769020131
USER	Prove Ownership	9394	START	1606769020195	1606769020195
REQUEST	9394		Prove Owner	1606769020196	1606769020260	OK	 
USER	Prove Ownership	9394	END	1606769020195	1606769020260
USER	Prove Ownership	9395	START	1606769020303	1606769020303
REQUEST	9395		Prove Owner	1606769020303	1606769020371	OK	 
USER	Prove Ownership	9395	END	1606769020303	1606769020371
USER	Prove Ownership	9396	START	1606769020415	1606769020415
USER	Prove Ownership	9397	START	1606769020524	1606769020524
REQUEST	9396		Prove Owner	1606769020416	1606769020597	OK	 
USER	Prove Ownership	9396	END	1606769020415	1606769020597
USER	Prove Ownership	9398	START	1606769020632	1606769020632
REQUEST	9397		Prove Owner	1606769020525	1606769020693	OK	 
USER	Prove Ownership	9397	END	1606769020524	1606769020693
USER	Prove Ownership	9399	START	1606769020743	1606769020743
REQUEST	9398		Prove Owner	1606769020632	1606769020804	OK	 
USER	Prove Ownership	9398	END	1606769020632	1606769020804
USER	Prove Ownership	9400	START	1606769020862	1606769020862
REQUEST	9399		Prove Owner	1606769020743	1606769020905	OK	 
USER	Prove Ownership	9399	END	1606769020743	1606769020905
USER	Prove Ownership	9401	START	1606769020973	1606769020973
REQUEST	9400		Prove Owner	1606769020862	1606769021003	OK	 
USER	Prove Ownership	9400	END	1606769020862	1606769021003
USER	Prove Ownership	9402	START	1606769021083	1606769021083
REQUEST	9401		Prove Owner	1606769020973	1606769021125	OK	 
USER	Prove Ownership	9401	END	1606769020973	1606769021125
REQUEST	9402		Prove Owner	1606769021083	1606769021181	OK	 
USER	Prove Ownership	9402	END	1606769021083	1606769021181
USER	Prove Ownership	9403	START	1606769021196	1606769021196
REQUEST	9403		Prove Owner	1606769021196	1606769021242	OK	 
USER	Prove Ownership	9403	END	1606769021196	1606769021242
USER	Prove Ownership	9404	START	1606769021302	1606769021302
REQUEST	9404		Prove Owner	1606769021303	1606769021355	OK	 
USER	Prove Ownership	9404	END	1606769021302	1606769021356
USER	Prove Ownership	9405	START	1606769021412	1606769021412
REQUEST	9405		Prove Owner	1606769021413	1606769021471	OK	 
USER	Prove Ownership	9405	END	1606769021412	1606769021471
USER	Prove Ownership	9406	START	1606769021522	1606769021522
REQUEST	9406		Prove Owner	1606769021522	1606769021591	OK	 
USER	Prove Ownership	9406	END	1606769021522	1606769021591
USER	Prove Ownership	9407	START	1606769021644	1606769021644
REQUEST	9407		Prove Owner	1606769021644	1606769021705	OK	 
USER	Prove Ownership	9407	END	1606769021644	1606769021705
USER	Prove Ownership	9408	START	1606769021754	1606769021754
REQUEST	9408		Prove Owner	1606769021754	1606769021841	OK	 
USER	Prove Ownership	9408	END	1606769021754	1606769021841
USER	Prove Ownership	9409	START	1606769021861	1606769021861
REQUEST	9409		Prove Owner	1606769021862	1606769021909	OK	 
USER	Prove Ownership	9409	END	1606769021861	1606769021909
USER	Prove Ownership	9410	START	1606769021972	1606769021972
REQUEST	9410		Prove Owner	1606769021973	1606769022025	OK	 
USER	Prove Ownership	9410	END	1606769021972	1606769022026
USER	Prove Ownership	9411	START	1606769022081	1606769022081
REQUEST	9411		Prove Owner	1606769022081	1606769022135	OK	 
USER	Prove Ownership	9411	END	1606769022081	1606769022135
USER	Prove Ownership	9412	START	1606769022194	1606769022194
REQUEST	9412		Prove Owner	1606769022194	1606769022240	OK	 
USER	Prove Ownership	9412	END	1606769022194	1606769022240
USER	Prove Ownership	9413	START	1606769022305	1606769022305
REQUEST	9413		Prove Owner	1606769022306	1606769022366	OK	 
USER	Prove Ownership	9413	END	1606769022305	1606769022366
USER	Prove Ownership	9414	START	1606769022412	1606769022412
REQUEST	9414		Prove Owner	1606769022413	1606769022467	OK	 
USER	Prove Ownership	9414	END	1606769022412	1606769022467
USER	Prove Ownership	9415	START	1606769022532	1606769022532
REQUEST	9415		Prove Owner	1606769022533	1606769022609	OK	 
USER	Prove Ownership	9415	END	1606769022532	1606769022609
USER	Prove Ownership	9416	START	1606769022632	1606769022632
REQUEST	9416		Prove Owner	1606769022632	1606769022688	OK	 
USER	Prove Ownership	9416	END	1606769022632	1606769022688
USER	Prove Ownership	9417	START	1606769022751	1606769022751
REQUEST	9417		Prove Owner	1606769022751	1606769022827	OK	 
USER	Prove Ownership	9417	END	1606769022751	1606769022827
USER	Prove Ownership	9418	START	1606769022864	1606769022864
REQUEST	9418		Prove Owner	1606769022864	1606769022958	OK	 
USER	Prove Ownership	9418	END	1606769022864	1606769022958
USER	Prove Ownership	9419	START	1606769022972	1606769022972
REQUEST	9419		Prove Owner	1606769022973	1606769023030	OK	 
USER	Prove Ownership	9419	END	1606769022972	1606769023030
USER	Prove Ownership	9420	START	1606769023085	1606769023085
REQUEST	9420		Prove Owner	1606769023086	1606769023146	OK	 
USER	Prove Ownership	9420	END	1606769023085	1606769023146
USER	Prove Ownership	9421	START	1606769023194	1606769023194
REQUEST	9421		Prove Owner	1606769023194	1606769023266	OK	 
USER	Prove Ownership	9421	END	1606769023194	1606769023266
USER	Prove Ownership	9422	START	1606769023303	1606769023303
REQUEST	9422		Prove Owner	1606769023304	1606769023369	OK	 
USER	Prove Ownership	9422	END	1606769023303	1606769023369
USER	Prove Ownership	9423	START	1606769023411	1606769023411
REQUEST	9423		Prove Owner	1606769023411	1606769023462	OK	 
USER	Prove Ownership	9423	END	1606769023411	1606769023462
USER	Prove Ownership	9424	START	1606769023523	1606769023523
REQUEST	9424		Prove Owner	1606769023523	1606769023598	OK	 
USER	Prove Ownership	9424	END	1606769023523	1606769023598
USER	Prove Ownership	9425	START	1606769023643	1606769023643
REQUEST	9425		Prove Owner	1606769023643	1606769023698	OK	 
USER	Prove Ownership	9425	END	1606769023643	1606769023698
USER	Prove Ownership	9426	START	1606769023752	1606769023752
REQUEST	9426		Prove Owner	1606769023752	1606769023825	OK	 
USER	Prove Ownership	9426	END	1606769023752	1606769023825
USER	Prove Ownership	9427	START	1606769023866	1606769023866
REQUEST	9427		Prove Owner	1606769023866	1606769023936	OK	 
USER	Prove Ownership	9427	END	1606769023866	1606769023936
USER	Prove Ownership	9428	START	1606769023972	1606769023972
REQUEST	9428		Prove Owner	1606769023972	1606769024024	OK	 
USER	Prove Ownership	9428	END	1606769023972	1606769024024
USER	Prove Ownership	9429	START	1606769024083	1606769024083
REQUEST	9429		Prove Owner	1606769024083	1606769024139	OK	 
USER	Prove Ownership	9429	END	1606769024083	1606769024139
USER	Prove Ownership	9430	START	1606769024194	1606769024194
REQUEST	9430		Prove Owner	1606769024195	1606769024254	OK	 
USER	Prove Ownership	9430	END	1606769024194	1606769024254
USER	Prove Ownership	9431	START	1606769024306	1606769024306
REQUEST	9431		Prove Owner	1606769024306	1606769024359	OK	 
USER	Prove Ownership	9431	END	1606769024306	1606769024360
USER	Prove Ownership	9432	START	1606769024413	1606769024413
REQUEST	9432		Prove Owner	1606769024413	1606769024471	OK	 
USER	Prove Ownership	9432	END	1606769024413	1606769024471
USER	Prove Ownership	9433	START	1606769024522	1606769024522
REQUEST	9433		Prove Owner	1606769024522	1606769024618	OK	 
USER	Prove Ownership	9433	END	1606769024522	1606769024618
USER	Prove Ownership	9434	START	1606769024632	1606769024632
REQUEST	9434		Prove Owner	1606769024632	1606769024690	OK	 
USER	Prove Ownership	9434	END	1606769024632	1606769024691
USER	Prove Ownership	9435	START	1606769024752	1606769024752
REQUEST	9435		Prove Owner	1606769024753	1606769024812	OK	 
USER	Prove Ownership	9435	END	1606769024752	1606769024812
USER	Prove Ownership	9436	START	1606769024862	1606769024862
REQUEST	9436		Prove Owner	1606769024862	1606769024910	OK	 
USER	Prove Ownership	9436	END	1606769024862	1606769024911
USER	Prove Ownership	9437	START	1606769024972	1606769024972
REQUEST	9437		Prove Owner	1606769024972	1606769025033	OK	 
USER	Prove Ownership	9437	END	1606769024972	1606769025033
USER	Prove Ownership	9438	START	1606769025083	1606769025083
REQUEST	9438		Prove Owner	1606769025084	1606769025149	OK	 
USER	Prove Ownership	9438	END	1606769025083	1606769025149
USER	Prove Ownership	9439	START	1606769025194	1606769025194
REQUEST	9439		Prove Owner	1606769025194	1606769025249	OK	 
USER	Prove Ownership	9439	END	1606769025194	1606769025249
USER	Prove Ownership	9440	START	1606769025302	1606769025302
REQUEST	9440		Prove Owner	1606769025303	1606769025370	OK	 
USER	Prove Ownership	9440	END	1606769025302	1606769025370
USER	Prove Ownership	9441	START	1606769025413	1606769025413
REQUEST	9441		Prove Owner	1606769025413	1606769025466	OK	 
USER	Prove Ownership	9441	END	1606769025413	1606769025466
USER	Prove Ownership	9442	START	1606769025526	1606769025526
REQUEST	9442		Prove Owner	1606769025526	1606769025628	OK	 
USER	Prove Ownership	9442	END	1606769025526	1606769025628
USER	Prove Ownership	9443	START	1606769025645	1606769025645
REQUEST	9443		Prove Owner	1606769025645	1606769025693	OK	 
USER	Prove Ownership	9443	END	1606769025645	1606769025693
USER	Prove Ownership	9444	START	1606769025752	1606769025752
REQUEST	9444		Prove Owner	1606769025752	1606769025826	OK	 
USER	Prove Ownership	9444	END	1606769025752	1606769025826
USER	Prove Ownership	9445	START	1606769025862	1606769025862
REQUEST	9445		Prove Owner	1606769025862	1606769025912	OK	 
USER	Prove Ownership	9445	END	1606769025862	1606769025912
USER	Prove Ownership	9446	START	1606769025973	1606769025973
REQUEST	9446		Prove Owner	1606769025973	1606769026033	OK	 
USER	Prove Ownership	9446	END	1606769025973	1606769026033
USER	Prove Ownership	9447	START	1606769026084	1606769026084
REQUEST	9447		Prove Owner	1606769026085	1606769026145	OK	 
USER	Prove Ownership	9447	END	1606769026084	1606769026146
USER	Prove Ownership	9448	START	1606769026194	1606769026194
REQUEST	9448		Prove Owner	1606769026195	1606769026251	OK	 
USER	Prove Ownership	9448	END	1606769026194	1606769026251
USER	Prove Ownership	9449	START	1606769026302	1606769026302
REQUEST	9449		Prove Owner	1606769026302	1606769026357	OK	 
USER	Prove Ownership	9449	END	1606769026302	1606769026357
USER	Prove Ownership	9450	START	1606769026412	1606769026412
REQUEST	9450		Prove Owner	1606769026413	1606769026467	OK	 
USER	Prove Ownership	9450	END	1606769026412	1606769026467
USER	Prove Ownership	9451	START	1606769026523	1606769026523
REQUEST	9451		Prove Owner	1606769026524	1606769026604	OK	 
USER	Prove Ownership	9451	END	1606769026523	1606769026605
USER	Prove Ownership	9452	START	1606769026641	1606769026641
REQUEST	9452		Prove Owner	1606769026642	1606769026691	OK	 
USER	Prove Ownership	9452	END	1606769026641	1606769026692
USER	Prove Ownership	9453	START	1606769026753	1606769026753
REQUEST	9453		Prove Owner	1606769026753	1606769026855	OK	 
USER	Prove Ownership	9453	END	1606769026753	1606769026855
USER	Prove Ownership	9454	START	1606769026861	1606769026861
REQUEST	9454		Prove Owner	1606769026862	1606769026904	OK	 
USER	Prove Ownership	9454	END	1606769026861	1606769026904
USER	Prove Ownership	9455	START	1606769026971	1606769026971
REQUEST	9455		Prove Owner	1606769026972	1606769027025	OK	 
USER	Prove Ownership	9455	END	1606769026971	1606769027025
USER	Prove Ownership	9456	START	1606769027082	1606769027082
REQUEST	9456		Prove Owner	1606769027082	1606769027150	OK	 
USER	Prove Ownership	9456	END	1606769027082	1606769027150
USER	Prove Ownership	9457	START	1606769027193	1606769027193
REQUEST	9457		Prove Owner	1606769027194	1606769027250	OK	 
USER	Prove Ownership	9457	END	1606769027193	1606769027251
USER	Prove Ownership	9458	START	1606769027303	1606769027303
REQUEST	9458		Prove Owner	1606769027303	1606769027356	OK	 
USER	Prove Ownership	9458	END	1606769027303	1606769027356
USER	Prove Ownership	9459	START	1606769027414	1606769027414
REQUEST	9459		Prove Owner	1606769027414	1606769027473	OK	 
USER	Prove Ownership	9459	END	1606769027414	1606769027473
USER	Prove Ownership	9460	START	1606769027523	1606769027523
REQUEST	9460		Prove Owner	1606769027523	1606769027614	OK	 
USER	Prove Ownership	9460	END	1606769027523	1606769027614
USER	Prove Ownership	9461	START	1606769027642	1606769027642
REQUEST	9461		Prove Owner	1606769027642	1606769027696	OK	 
USER	Prove Ownership	9461	END	1606769027642	1606769027696
USER	Prove Ownership	9462	START	1606769027753	1606769027753
REQUEST	9462		Prove Owner	1606769027754	1606769027829	OK	 
USER	Prove Ownership	9462	END	1606769027753	1606769027829
USER	Prove Ownership	9463	START	1606769027861	1606769027861
REQUEST	9463		Prove Owner	1606769027861	1606769027943	OK	 
USER	Prove Ownership	9463	END	1606769027861	1606769027944
USER	Prove Ownership	9464	START	1606769027974	1606769027974
REQUEST	9464		Prove Owner	1606769027974	1606769028029	OK	 
USER	Prove Ownership	9464	END	1606769027974	1606769028029
USER	Prove Ownership	9465	START	1606769028082	1606769028082
REQUEST	9465		Prove Owner	1606769028082	1606769028155	OK	 
USER	Prove Ownership	9465	END	1606769028082	1606769028155
USER	Prove Ownership	9466	START	1606769028195	1606769028195
REQUEST	9466		Prove Owner	1606769028195	1606769028257	OK	 
USER	Prove Ownership	9466	END	1606769028195	1606769028257
USER	Prove Ownership	9467	START	1606769028305	1606769028305
REQUEST	9467		Prove Owner	1606769028305	1606769028369	OK	 
USER	Prove Ownership	9467	END	1606769028305	1606769028370
USER	Prove Ownership	9468	START	1606769028413	1606769028413
REQUEST	9468		Prove Owner	1606769028414	1606769028470	OK	 
USER	Prove Ownership	9468	END	1606769028413	1606769028470
USER	Prove Ownership	9469	START	1606769028522	1606769028522
REQUEST	9469		Prove Owner	1606769028522	1606769028581	OK	 
USER	Prove Ownership	9469	END	1606769028522	1606769028581
USER	Prove Ownership	9470	START	1606769028642	1606769028642
REQUEST	9470		Prove Owner	1606769028643	1606769028715	OK	 
USER	Prove Ownership	9470	END	1606769028642	1606769028715
USER	Prove Ownership	9471	START	1606769028752	1606769028752
REQUEST	9471		Prove Owner	1606769028752	1606769028824	OK	 
USER	Prove Ownership	9471	END	1606769028752	1606769028824
USER	Prove Ownership	9472	START	1606769028861	1606769028861
REQUEST	9472		Prove Owner	1606769028862	1606769028910	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	9472	END	1606769028861	1606769028910
USER	Prove Ownership	9473	START	1606769028972	1606769028972
REQUEST	9473		Prove Owner	1606769028972	1606769029027	OK	 
USER	Prove Ownership	9473	END	1606769028972	1606769029028
USER	Prove Ownership	9474	START	1606769029082	1606769029082
REQUEST	9474		Prove Owner	1606769029083	1606769029165	OK	 
USER	Prove Ownership	9474	END	1606769029082	1606769029165
USER	Prove Ownership	9475	START	1606769029194	1606769029194
REQUEST	9475		Prove Owner	1606769029194	1606769029247	OK	 
USER	Prove Ownership	9475	END	1606769029194	1606769029247
USER	Prove Ownership	9476	START	1606769029302	1606769029302
REQUEST	9476		Prove Owner	1606769029302	1606769029355	OK	 
USER	Prove Ownership	9476	END	1606769029302	1606769029355
USER	Prove Ownership	9477	START	1606769029413	1606769029413
REQUEST	9477		Prove Owner	1606769029413	1606769029471	OK	 
USER	Prove Ownership	9477	END	1606769029413	1606769029471
USER	Prove Ownership	9478	START	1606769029524	1606769029524
REQUEST	9478		Prove Owner	1606769029525	1606769029631	OK	 
USER	Prove Ownership	9478	END	1606769029524	1606769029631
USER	Prove Ownership	9479	START	1606769029646	1606769029646
REQUEST	9479		Prove Owner	1606769029646	1606769029707	OK	 
USER	Prove Ownership	9479	END	1606769029646	1606769029708
USER	Prove Ownership	9480	START	1606769029752	1606769029752
REQUEST	9480		Prove Owner	1606769029752	1606769029827	OK	 
USER	Prove Ownership	9480	END	1606769029752	1606769029827
USER	Prove Ownership	9481	START	1606769029865	1606769029865
REQUEST	9481		Prove Owner	1606769029866	1606769029937	OK	 
USER	Prove Ownership	9481	END	1606769029865	1606769029937
USER	Prove Ownership	9482	START	1606769029975	1606769029975
REQUEST	9482		Prove Owner	1606769029975	1606769030037	OK	 
USER	Prove Ownership	9482	END	1606769029975	1606769030037
USER	Prove Ownership	9483	START	1606769030082	1606769030082
REQUEST	9483		Prove Owner	1606769030083	1606769030175	OK	 
USER	Prove Ownership	9483	END	1606769030082	1606769030175
USER	Prove Ownership	9484	START	1606769030193	1606769030193
REQUEST	9484		Prove Owner	1606769030194	1606769030269	OK	 
USER	Prove Ownership	9484	END	1606769030193	1606769030269
USER	Prove Ownership	9485	START	1606769030302	1606769030302
REQUEST	9485		Prove Owner	1606769030303	1606769030376	OK	 
USER	Prove Ownership	9485	END	1606769030302	1606769030376
USER	Prove Ownership	9486	START	1606769030415	1606769030415
USER	Prove Ownership	9487	START	1606769030523	1606769030523
REQUEST	9486		Prove Owner	1606769030416	1606769030626	OK	 
USER	Prove Ownership	9486	END	1606769030415	1606769030626
USER	Prove Ownership	9488	START	1606769030633	1606769030633
USER	Prove Ownership	9489	START	1606769030753	1606769030753
REQUEST	9487		Prove Owner	1606769030523	1606769030806	OK	 
USER	Prove Ownership	9487	END	1606769030523	1606769030807
