RUN	computerdatabase.ProveOwner	proveowner	1588020005065	3 users per sec	3.3.1
USER	Prove Ownership	483	END	1588020167014	1588020167077
USER	Prove Ownership	484	START	1588020167353	1588020167353
REQUEST	484		Prove Owner	1588020167354	1588020167418	OK	 
USER	Prove Ownership	484	END	1588020167353	1588020167419
USER	Prove Ownership	485	START	1588020167683	1588020167683
REQUEST	485		Prove Owner	1588020167684	1588020167770	OK	 
USER	Prove Ownership	485	END	1588020167683	1588020167771
USER	Prove Ownership	486	START	1588020168013	1588020168013
REQUEST	486		Prove Owner	1588020168014	1588020168074	OK	 
USER	Prove Ownership	486	END	1588020168013	1588020168075
USER	Prove Ownership	487	START	1588020168353	1588020168353
REQUEST	487		Prove Owner	1588020168354	1588020168411	OK	 
USER	Prove Ownership	487	END	1588020168353	1588020168411
USER	Prove Ownership	488	START	1588020168674	1588020168674
REQUEST	488		Prove Owner	1588020168674	1588020168737	OK	 
USER	Prove Ownership	488	END	1588020168674	1588020168737
USER	Prove Ownership	489	START	1588020169014	1588020169014
REQUEST	489		Prove Owner	1588020169014	1588020169085	OK	 
USER	Prove Ownership	489	END	1588020169014	1588020169086
USER	Prove Ownership	490	START	1588020169353	1588020169353
REQUEST	490		Prove Owner	1588020169354	1588020169417	OK	 
USER	Prove Ownership	490	END	1588020169353	1588020169417
USER	Prove Ownership	491	START	1588020169684	1588020169684
REQUEST	491		Prove Owner	1588020169684	1588020169738	OK	 
USER	Prove Ownership	491	END	1588020169684	1588020169739
USER	Prove Ownership	492	START	1588020170013	1588020170013
REQUEST	492		Prove Owner	1588020170015	1588020170078	OK	 
USER	Prove Ownership	492	END	1588020170013	1588020170078
USER	Prove Ownership	493	START	1588020170354	1588020170354
REQUEST	493		Prove Owner	1588020170354	1588020170416	OK	 
USER	Prove Ownership	493	END	1588020170354	1588020170416
USER	Prove Ownership	494	START	1588020170684	1588020170684
REQUEST	494		Prove Owner	1588020170685	1588020170754	OK	 
USER	Prove Ownership	494	END	1588020170684	1588020170754
USER	Prove Ownership	495	START	1588020171015	1588020171015
REQUEST	495		Prove Owner	1588020171017	1588020171097	OK	 
USER	Prove Ownership	495	END	1588020171015	1588020171097
USER	Prove Ownership	496	START	1588020171355	1588020171355
REQUEST	496		Prove Owner	1588020171356	1588020171440	OK	 
USER	Prove Ownership	496	END	1588020171355	1588020171440
USER	Prove Ownership	497	START	1588020171683	1588020171683
REQUEST	497		Prove Owner	1588020171684	1588020171730	OK	 
USER	Prove Ownership	497	END	1588020171683	1588020171731
USER	Prove Ownership	498	START	1588020172014	1588020172014
REQUEST	498		Prove Owner	1588020172015	1588020172079	OK	 
USER	Prove Ownership	498	END	1588020172014	1588020172080
USER	Prove Ownership	499	START	1588020172353	1588020172353
REQUEST	499		Prove Owner	1588020172354	1588020172418	OK	 
USER	Prove Ownership	499	END	1588020172353	1588020172418
USER	Prove Ownership	500	START	1588020172683	1588020172683
REQUEST	500		Prove Owner	1588020172684	1588020172784	OK	 
USER	Prove Ownership	500	END	1588020172683	1588020172784
USER	Prove Ownership	501	START	1588020173013	1588020173013
REQUEST	501		Prove Owner	1588020173015	1588020173103	OK	 
USER	Prove Ownership	501	END	1588020173013	1588020173103
USER	Prove Ownership	502	START	1588020173354	1588020173354
REQUEST	502		Prove Owner	1588020173355	1588020173420	OK	 
USER	Prove Ownership	502	END	1588020173354	1588020173420
USER	Prove Ownership	503	START	1588020173683	1588020173683
REQUEST	503		Prove Owner	1588020173685	1588020173754	OK	 
USER	Prove Ownership	503	END	1588020173683	1588020173754
USER	Prove Ownership	504	START	1588020174015	1588020174015
REQUEST	504		Prove Owner	1588020174015	1588020174114	OK	 
USER	Prove Ownership	504	END	1588020174015	1588020174115
USER	Prove Ownership	505	START	1588020174353	1588020174353
REQUEST	505		Prove Owner	1588020174354	1588020174412	OK	 
USER	Prove Ownership	505	END	1588020174353	1588020174412
USER	Prove Ownership	506	START	1588020174683	1588020174683
REQUEST	506		Prove Owner	1588020174684	1588020174766	OK	 
USER	Prove Ownership	506	END	1588020174683	1588020174766
USER	Prove Ownership	507	START	1588020175013	1588020175013
REQUEST	507		Prove Owner	1588020175013	1588020175107	OK	 
USER	Prove Ownership	507	END	1588020175013	1588020175107
USER	Prove Ownership	508	START	1588020175355	1588020175355
REQUEST	508		Prove Owner	1588020175355	1588020175441	OK	 
USER	Prove Ownership	508	END	1588020175355	1588020175441
USER	Prove Ownership	509	START	1588020175683	1588020175683
REQUEST	509		Prove Owner	1588020175684	1588020175947	OK	 
USER	Prove Ownership	509	END	1588020175683	1588020175948
USER	Prove Ownership	510	START	1588020176013	1588020176013
REQUEST	510		Prove Owner	1588020176026	1588020176188	OK	 
USER	Prove Ownership	510	END	1588020176013	1588020176188
USER	Prove Ownership	511	START	1588020176353	1588020176353
REQUEST	511		Prove Owner	1588020176353	1588020176479	OK	 
USER	Prove Ownership	511	END	1588020176353	1588020176479
USER	Prove Ownership	512	START	1588020176684	1588020176684
REQUEST	512		Prove Owner	1588020176685	1588020176746	OK	 
USER	Prove Ownership	512	END	1588020176684	1588020176747
USER	Prove Ownership	513	START	1588020177015	1588020177015
REQUEST	513		Prove Owner	1588020177016	1588020177105	OK	 
USER	Prove Ownership	513	END	1588020177015	1588020177106
USER	Prove Ownership	514	START	1588020177354	1588020177354
REQUEST	514		Prove Owner	1588020177355	1588020177413	OK	 
USER	Prove Ownership	514	END	1588020177354	1588020177413
USER	Prove Ownership	515	START	1588020177683	1588020177683
REQUEST	515		Prove Owner	1588020177684	1588020177768	OK	 
USER	Prove Ownership	515	END	1588020177683	1588020177769
USER	Prove Ownership	516	START	1588020178013	1588020178013
REQUEST	516		Prove Owner	1588020178013	1588020178101	OK	 
USER	Prove Ownership	516	END	1588020178013	1588020178102
USER	Prove Ownership	517	START	1588020178354	1588020178354
REQUEST	517		Prove Owner	1588020178354	1588020178410	OK	 
USER	Prove Ownership	517	END	1588020178354	1588020178411
USER	Prove Ownership	518	START	1588020178683	1588020178683
REQUEST	518		Prove Owner	1588020178684	1588020178737	OK	 
USER	Prove Ownership	518	END	1588020178683	1588020178738
USER	Prove Ownership	519	START	1588020179013	1588020179013
REQUEST	519		Prove Owner	1588020179014	1588020179111	OK	 
USER	Prove Ownership	519	END	1588020179013	1588020179111
USER	Prove Ownership	520	START	1588020179353	1588020179353
REQUEST	520		Prove Owner	1588020179353	1588020179396	OK	 
USER	Prove Ownership	520	END	1588020179353	1588020179396
USER	Prove Ownership	521	START	1588020179684	1588020179684
REQUEST	521		Prove Owner	1588020179685	1588020179768	OK	 
USER	Prove Ownership	521	END	1588020179684	1588020179768
USER	Prove Ownership	522	START	1588020180014	1588020180014
REQUEST	522		Prove Owner	1588020180014	1588020180125	OK	 
USER	Prove Ownership	522	END	1588020180014	1588020180126
USER	Prove Ownership	523	START	1588020180353	1588020180353
REQUEST	523		Prove Owner	1588020180354	1588020180436	OK	 
USER	Prove Ownership	523	END	1588020180353	1588020180437
USER	Prove Ownership	524	START	1588020180684	1588020180684
REQUEST	524		Prove Owner	1588020180684	1588020180757	OK	 
USER	Prove Ownership	524	END	1588020180684	1588020180758
USER	Prove Ownership	525	START	1588020181013	1588020181013
REQUEST	525		Prove Owner	1588020181013	1588020181106	OK	 
USER	Prove Ownership	525	END	1588020181013	1588020181106
USER	Prove Ownership	526	START	1588020181353	1588020181353
REQUEST	526		Prove Owner	1588020181354	1588020181438	OK	 
USER	Prove Ownership	526	END	1588020181353	1588020181438
USER	Prove Ownership	527	START	1588020181684	1588020181684
REQUEST	527		Prove Owner	1588020181685	1588020181748	OK	 
USER	Prove Ownership	527	END	1588020181684	1588020181748
USER	Prove Ownership	528	START	1588020182014	1588020182014
REQUEST	528		Prove Owner	1588020182014	1588020182099	OK	 
USER	Prove Ownership	528	END	1588020182014	1588020182099
USER	Prove Ownership	529	START	1588020182355	1588020182355
REQUEST	529		Prove Owner	1588020182355	1588020182423	OK	 
USER	Prove Ownership	529	END	1588020182355	1588020182424
USER	Prove Ownership	530	START	1588020182685	1588020182685
REQUEST	530		Prove Owner	1588020182686	1588020182769	OK	 
USER	Prove Ownership	530	END	1588020182685	1588020182769
USER	Prove Ownership	531	START	1588020183014	1588020183014
REQUEST	531		Prove Owner	1588020183015	1588020183110	OK	 
USER	Prove Ownership	531	END	1588020183014	1588020183111
USER	Prove Ownership	532	START	1588020183354	1588020183354
REQUEST	532		Prove Owner	1588020183355	1588020183420	OK	 
USER	Prove Ownership	532	END	1588020183354	1588020183420
USER	Prove Ownership	533	START	1588020183684	1588020183684
REQUEST	533		Prove Owner	1588020183685	1588020183751	OK	 
USER	Prove Ownership	533	END	1588020183684	1588020183752
USER	Prove Ownership	534	START	1588020184015	1588020184015
REQUEST	534		Prove Owner	1588020184015	1588020184111	OK	 
USER	Prove Ownership	534	END	1588020184015	1588020184112
USER	Prove Ownership	535	START	1588020184355	1588020184355
REQUEST	535		Prove Owner	1588020184355	1588020184427	OK	 
USER	Prove Ownership	535	END	1588020184355	1588020184427
USER	Prove Ownership	536	START	1588020184685	1588020184685
REQUEST	536		Prove Owner	1588020184686	1588020184757	OK	 
USER	Prove Ownership	536	END	1588020184685	1588020184758
USER	Prove Ownership	537	START	1588020185013	1588020185013
REQUEST	537		Prove Owner	1588020185014	1588020185104	OK	 
USER	Prove Ownership	537	END	1588020185013	1588020185105
USER	Prove Ownership	538	START	1588020185354	1588020185354
REQUEST	538		Prove Owner	1588020185354	1588020185439	OK	 
USER	Prove Ownership	538	END	1588020185354	1588020185439
USER	Prove Ownership	539	START	1588020185683	1588020185683
REQUEST	539		Prove Owner	1588020185683	1588020185858	OK	 
USER	Prove Ownership	539	END	1588020185683	1588020185859
USER	Prove Ownership	540	START	1588020186013	1588020186013
REQUEST	540		Prove Owner	1588020186013	1588020186202	OK	 
USER	Prove Ownership	540	END	1588020186013	1588020186202
USER	Prove Ownership	541	START	1588020186353	1588020186353
REQUEST	541		Prove Owner	1588020186354	1588020186433	OK	 
USER	Prove Ownership	541	END	1588020186353	1588020186433
USER	Prove Ownership	542	START	1588020186683	1588020186683
REQUEST	542		Prove Owner	1588020186683	1588020186748	OK	 
USER	Prove Ownership	542	END	1588020186683	1588020186748
USER	Prove Ownership	543	START	1588020187015	1588020187015
REQUEST	543		Prove Owner	1588020187016	1588020187080	OK	 
USER	Prove Ownership	543	END	1588020187015	1588020187081
USER	Prove Ownership	544	START	1588020187354	1588020187354
REQUEST	544		Prove Owner	1588020187355	1588020187432	OK	 
USER	Prove Ownership	544	END	1588020187354	1588020187432
USER	Prove Ownership	545	START	1588020187685	1588020187685
REQUEST	545		Prove Owner	1588020187686	1588020187784	OK	 
USER	Prove Ownership	545	END	1588020187685	1588020187785
USER	Prove Ownership	546	START	1588020188013	1588020188013
REQUEST	546		Prove Owner	1588020188014	1588020188086	OK	 
USER	Prove Ownership	546	END	1588020188013	1588020188086
USER	Prove Ownership	547	START	1588020188354	1588020188354
REQUEST	547		Prove Owner	1588020188354	1588020188424	OK	 
USER	Prove Ownership	547	END	1588020188354	1588020188425
USER	Prove Ownership	548	START	1588020188684	1588020188684
REQUEST	548		Prove Owner	1588020188685	1588020188750	OK	 
USER	Prove Ownership	548	END	1588020188684	1588020188751
USER	Prove Ownership	549	START	1588020189013	1588020189013
REQUEST	549		Prove Owner	1588020189013	1588020189092	OK	 
USER	Prove Ownership	549	END	1588020189013	1588020189093
USER	Prove Ownership	550	START	1588020189356	1588020189356
REQUEST	550		Prove Owner	1588020189356	1588020189423	OK	 
USER	Prove Ownership	550	END	1588020189356	1588020189424
USER	Prove Ownership	551	START	1588020189685	1588020189685
REQUEST	551		Prove Owner	1588020189686	1588020189756	OK	 
USER	Prove Ownership	551	END	1588020189685	1588020189756
USER	Prove Ownership	552	START	1588020190013	1588020190013
REQUEST	552		Prove Owner	1588020190014	1588020190137	OK	 
USER	Prove Ownership	552	END	1588020190013	1588020190137
USER	Prove Ownership	553	START	1588020190354	1588020190354
REQUEST	553		Prove Owner	1588020190355	1588020190435	OK	 
USER	Prove Ownership	553	END	1588020190354	1588020190435
USER	Prove Ownership	554	START	1588020190685	1588020190685
REQUEST	554		Prove Owner	1588020190686	1588020190764	OK	 
USER	Prove Ownership	554	END	1588020190685	1588020190764
USER	Prove Ownership	555	START	1588020191013	1588020191013
REQUEST	555		Prove Owner	1588020191014	1588020191092	OK	 
USER	Prove Ownership	555	END	1588020191013	1588020191092
USER	Prove Ownership	556	START	1588020191355	1588020191355
REQUEST	556		Prove Owner	1588020191355	1588020191425	OK	 
USER	Prove Ownership	556	END	1588020191355	1588020191426
USER	Prove Ownership	557	START	1588020191683	1588020191683
REQUEST	557		Prove Owner	1588020191684	1588020191756	OK	 
USER	Prove Ownership	557	END	1588020191683	1588020191757
USER	Prove Ownership	558	START	1588020192013	1588020192013
REQUEST	558		Prove Owner	1588020192014	1588020192104	OK	 
USER	Prove Ownership	558	END	1588020192013	1588020192105
USER	Prove Ownership	559	START	1588020192353	1588020192353
REQUEST	559		Prove Owner	1588020192354	1588020192422	OK	 
USER	Prove Ownership	559	END	1588020192353	1588020192423
USER	Prove Ownership	560	START	1588020192683	1588020192683
REQUEST	560		Prove Owner	1588020192684	1588020192783	OK	 
USER	Prove Ownership	560	END	1588020192683	1588020192783
USER	Prove Ownership	561	START	1588020193013	1588020193013
REQUEST	561		Prove Owner	1588020193014	1588020193070	OK	 
USER	Prove Ownership	561	END	1588020193013	1588020193070
USER	Prove Ownership	562	START	1588020193355	1588020193355
REQUEST	562		Prove Owner	1588020193356	1588020193405	OK	 
USER	Prove Ownership	562	END	1588020193355	1588020193405
USER	Prove Ownership	563	START	1588020193683	1588020193683
REQUEST	563		Prove Owner	1588020193684	1588020193739	OK	 
USER	Prove Ownership	563	END	1588020193683	1588020193740
USER	Prove Ownership	564	START	1588020194016	1588020194016
REQUEST	564		Prove Owner	1588020194016	1588020194087	OK	 
USER	Prove Ownership	564	END	1588020194016	1588020194087
USER	Prove Ownership	565	START	1588020194355	1588020194355
REQUEST	565		Prove Owner	1588020194355	1588020194419	OK	 
USER	Prove Ownership	565	END	1588020194355	1588020194419
USER	Prove Ownership	566	START	1588020194684	1588020194684
REQUEST	566		Prove Owner	1588020194684	1588020194738	OK	 
USER	Prove Ownership	566	END	1588020194684	1588020194738
USER	Prove Ownership	567	START	1588020195013	1588020195013
REQUEST	567		Prove Owner	1588020195013	1588020195070	OK	 
USER	Prove Ownership	567	END	1588020195013	1588020195070
USER	Prove Ownership	568	START	1588020195354	1588020195354
REQUEST	568		Prove Owner	1588020195354	1588020195420	OK	 
USER	Prove Ownership	568	END	1588020195354	1588020195420
USER	Prove Ownership	569	START	1588020195683	1588020195683
REQUEST	569		Prove Owner	1588020195684	1588020195803	OK	 
USER	Prove Ownership	569	END	1588020195683	1588020195803
USER	Prove Ownership	570	START	1588020196014	1588020196014
REQUEST	570		Prove Owner	1588020196014	1588020196139	OK	 
USER	Prove Ownership	570	END	1588020196014	1588020196140
USER	Prove Ownership	571	START	1588020196353	1588020196353
REQUEST	571		Prove Owner	1588020196354	1588020196413	OK	 
USER	Prove Ownership	571	END	1588020196353	1588020196413
USER	Prove Ownership	572	START	1588020196683	1588020196683
REQUEST	572		Prove Owner	1588020196683	1588020196740	OK	 
USER	Prove Ownership	572	END	1588020196683	1588020196740
USER	Prove Ownership	573	START	1588020197013	1588020197013
REQUEST	573		Prove Owner	1588020197014	1588020197078	OK	 
USER	Prove Ownership	573	END	1588020197013	1588020197079
USER	Prove Ownership	574	START	1588020197354	1588020197354
REQUEST	574		Prove Owner	1588020197354	1588020197423	OK	 
USER	Prove Ownership	574	END	1588020197354	1588020197423
USER	Prove Ownership	575	START	1588020197684	1588020197684
REQUEST	575		Prove Owner	1588020197685	1588020197759	OK	 
USER	Prove Ownership	575	END	1588020197684	1588020197760
USER	Prove Ownership	576	START	1588020198013	1588020198013
REQUEST	576		Prove Owner	1588020198014	1588020198072	OK	 
USER	Prove Ownership	576	END	1588020198013	1588020198072
USER	Prove Ownership	577	START	1588020198354	1588020198354
REQUEST	577		Prove Owner	1588020198354	1588020198423	OK	 
USER	Prove Ownership	577	END	1588020198354	1588020198423
USER	Prove Ownership	578	START	1588020198686	1588020198686
REQUEST	578		Prove Owner	1588020198687	1588020198745	OK	 
USER	Prove Ownership	578	END	1588020198686	1588020198745
USER	Prove Ownership	579	START	1588020199014	1588020199014
REQUEST	579		Prove Owner	1588020199015	1588020199074	OK	 
USER	Prove Ownership	579	END	1588020199014	1588020199074
USER	Prove Ownership	580	START	1588020199353	1588020199353
REQUEST	580		Prove Owner	1588020199354	1588020199453	OK	 
USER	Prove Ownership	580	END	1588020199353	1588020199454
USER	Prove Ownership	581	START	1588020199683	1588020199683
REQUEST	581		Prove Owner	1588020199684	1588020199747	OK	 
USER	Prove Ownership	581	END	1588020199683	1588020199747
USER	Prove Ownership	582	START	1588020200013	1588020200013
REQUEST	582		Prove Owner	1588020200014	1588020200078	OK	 
USER	Prove Ownership	582	END	1588020200013	1588020200078
USER	Prove Ownership	583	START	1588020200353	1588020200353
REQUEST	583		Prove Owner	1588020200354	1588020200423	OK	 
USER	Prove Ownership	583	END	1588020200353	1588020200424
USER	Prove Ownership	584	START	1588020200683	1588020200683
REQUEST	584		Prove Owner	1588020200683	1588020200743	OK	 
USER	Prove Ownership	584	END	1588020200683	1588020200744
USER	Prove Ownership	585	START	1588020201014	1588020201014
REQUEST	585		Prove Owner	1588020201014	1588020201095	OK	 
USER	Prove Ownership	585	END	1588020201014	1588020201096
USER	Prove Ownership	586	START	1588020201354	1588020201354
REQUEST	586		Prove Owner	1588020201354	1588020201419	OK	 
USER	Prove Ownership	586	END	1588020201354	1588020201420
USER	Prove Ownership	587	START	1588020201683	1588020201683
REQUEST	587		Prove Owner	1588020201684	1588020201741	OK	 
USER	Prove Ownership	587	END	1588020201683	1588020201742
USER	Prove Ownership	588	START	1588020202014	1588020202014
REQUEST	588		Prove Owner	1588020202014	1588020202083	OK	 
USER	Prove Ownership	588	END	1588020202014	1588020202083
USER	Prove Ownership	589	START	1588020202353	1588020202353
REQUEST	589		Prove Owner	1588020202353	1588020202413	OK	 
USER	Prove Ownership	589	END	1588020202353	1588020202414
USER	Prove Ownership	590	START	1588020202684	1588020202684
REQUEST	590		Prove Owner	1588020202685	1588020202828	OK	 
USER	Prove Ownership	590	END	1588020202684	1588020202828
USER	Prove Ownership	591	START	1588020203014	1588020203014
REQUEST	591		Prove Owner	1588020203014	1588020203094	OK	 
USER	Prove Ownership	591	END	1588020203014	1588020203094
USER	Prove Ownership	592	START	1588020203353	1588020203353
REQUEST	592		Prove Owner	1588020203353	1588020203413	OK	 
USER	Prove Ownership	592	END	1588020203353	1588020203414
USER	Prove Ownership	593	START	1588020203685	1588020203685
REQUEST	593		Prove Owner	1588020203687	1588020203763	OK	 
USER	Prove Ownership	593	END	1588020203685	1588020203763
USER	Prove Ownership	594	START	1588020204014	1588020204014
REQUEST	594		Prove Owner	1588020204015	1588020204080	OK	 
USER	Prove Ownership	594	END	1588020204014	1588020204080
USER	Prove Ownership	595	START	1588020204355	1588020204355
REQUEST	595		Prove Owner	1588020204356	1588020204414	OK	 
USER	Prove Ownership	595	END	1588020204355	1588020204415
USER	Prove Ownership	596	START	1588020204683	1588020204683
REQUEST	596		Prove Owner	1588020204684	1588020204767	OK	 
USER	Prove Ownership	596	END	1588020204683	1588020204767
USER	Prove Ownership	597	START	1588020205016	1588020205016
REQUEST	597		Prove Owner	1588020205016	1588020205082	OK	 
USER	Prove Ownership	597	END	1588020205016	1588020205082
USER	Prove Ownership	598	START	1588020205353	1588020205353
REQUEST	598		Prove Owner	1588020205354	1588020205418	OK	 
USER	Prove Ownership	598	END	1588020205353	1588020205418
USER	Prove Ownership	599	START	1588020205684	1588020205684
REQUEST	599		Prove Owner	1588020205685	1588020205963	OK	 
USER	Prove Ownership	599	END	1588020205684	1588020205964
USER	Prove Ownership	600	START	1588020206013	1588020206013
REQUEST	600		Prove Owner	1588020206014	1588020206232	OK	 
USER	Prove Ownership	600	END	1588020206013	1588020206233
USER	Prove Ownership	601	START	1588020206354	1588020206354
REQUEST	601		Prove Owner	1588020206354	1588020206411	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 500
USER	Prove Ownership	601	END	1588020206354	1588020206412
USER	Prove Ownership	602	START	1588020206685	1588020206685
REQUEST	602		Prove Owner	1588020206686	1588020206760	OK	 
USER	Prove Ownership	602	END	1588020206685	1588020206761
USER	Prove Ownership	603	START	1588020207014	1588020207014
REQUEST	603		Prove Owner	1588020207015	1588020207082	OK	 
USER	Prove Ownership	603	END	1588020207014	1588020207083
USER	Prove Ownership	604	START	1588020207353	1588020207353
REQUEST	604		Prove Owner	1588020207354	1588020207423	OK	 
USER	Prove Ownership	604	END	1588020207353	1588020207423
USER	Prove Ownership	605	START	1588020207684	1588020207684
REQUEST	605		Prove Owner	1588020207684	1588020207796	OK	 
USER	Prove Ownership	605	END	1588020207684	1588020207797
USER	Prove Ownership	606	START	1588020208014	1588020208014
REQUEST	606		Prove Owner	1588020208015	1588020208072	OK	 
USER	Prove Ownership	606	END	1588020208014	1588020208073
USER	Prove Ownership	607	START	1588020208354	1588020208354
REQUEST	607		Prove Owner	1588020208354	1588020208435	OK	 
USER	Prove Ownership	607	END	1588020208354	1588020208436
USER	Prove Ownership	608	START	1588020208684	1588020208684
REQUEST	608		Prove Owner	1588020208684	1588020208745	OK	 
USER	Prove Ownership	608	END	1588020208684	1588020208746
USER	Prove Ownership	609	START	1588020209015	1588020209015
REQUEST	609		Prove Owner	1588020209015	1588020209086	OK	 
USER	Prove Ownership	609	END	1588020209015	1588020209087
USER	Prove Ownership	610	START	1588020209354	1588020209354
REQUEST	610		Prove Owner	1588020209355	1588020209437	OK	 
USER	Prove Ownership	610	END	1588020209354	1588020209437
USER	Prove Ownership	611	START	1588020209683	1588020209683
REQUEST	611		Prove Owner	1588020209683	1588020209772	OK	 
USER	Prove Ownership	611	END	1588020209683	1588020209772
USER	Prove Ownership	612	START	1588020210013	1588020210013
REQUEST	612		Prove Owner	1588020210014	1588020210103	OK	 
USER	Prove Ownership	612	END	1588020210013	1588020210104
USER	Prove Ownership	613	START	1588020210354	1588020210354
REQUEST	613		Prove Owner	1588020210354	1588020210442	OK	 
USER	Prove Ownership	613	END	1588020210354	1588020210442
USER	Prove Ownership	614	START	1588020210685	1588020210685
REQUEST	614		Prove Owner	1588020210686	1588020210777	OK	 
USER	Prove Ownership	614	END	1588020210685	1588020210778
USER	Prove Ownership	615	START	1588020211014	1588020211014
REQUEST	615		Prove Owner	1588020211015	1588020211097	OK	 
USER	Prove Ownership	615	END	1588020211014	1588020211098
USER	Prove Ownership	616	START	1588020211354	1588020211354
REQUEST	616		Prove Owner	1588020211354	1588020211415	OK	 
USER	Prove Ownership	616	END	1588020211354	1588020211415
USER	Prove Ownership	617	START	1588020211683	1588020211683
REQUEST	617		Prove Owner	1588020211683	1588020211762	OK	 
USER	Prove Ownership	617	END	1588020211683	1588020211763
USER	Prove Ownership	618	START	1588020212014	1588020212014
REQUEST	618		Prove Owner	1588020212014	1588020212097	OK	 
USER	Prove Ownership	618	END	1588020212014	1588020212098
USER	Prove Ownership	619	START	1588020212354	1588020212354
REQUEST	619		Prove Owner	1588020212354	1588020212442	OK	 
USER	Prove Ownership	619	END	1588020212354	1588020212442
USER	Prove Ownership	620	START	1588020212685	1588020212685
REQUEST	620		Prove Owner	1588020212686	1588020212793	OK	 
USER	Prove Ownership	620	END	1588020212685	1588020212794
USER	Prove Ownership	621	START	1588020213016	1588020213016
REQUEST	621		Prove Owner	1588020213016	1588020213071	OK	 
USER	Prove Ownership	621	END	1588020213016	1588020213071
USER	Prove Ownership	622	START	1588020213355	1588020213355
REQUEST	622		Prove Owner	1588020213355	1588020213417	OK	 
USER	Prove Ownership	622	END	1588020213355	1588020213417
USER	Prove Ownership	623	START	1588020213684	1588020213684
REQUEST	623		Prove Owner	1588020213685	1588020213779	OK	 
USER	Prove Ownership	623	END	1588020213684	1588020213779
USER	Prove Ownership	624	START	1588020214013	1588020214013
REQUEST	624		Prove Owner	1588020214014	1588020214078	OK	 
USER	Prove Ownership	624	END	1588020214013	1588020214079
USER	Prove Ownership	625	START	1588020214354	1588020214354
REQUEST	625		Prove Owner	1588020214355	1588020214416	OK	 
USER	Prove Ownership	625	END	1588020214354	1588020214417
USER	Prove Ownership	626	START	1588020214684	1588020214684
REQUEST	626		Prove Owner	1588020214685	1588020214773	OK	 
USER	Prove Ownership	626	END	1588020214684	1588020214773
USER	Prove Ownership	627	START	1588020215014	1588020215014
REQUEST	627		Prove Owner	1588020215015	1588020215080	OK	 
USER	Prove Ownership	627	END	1588020215014	1588020215080
USER	Prove Ownership	628	START	1588020215353	1588020215353
REQUEST	628		Prove Owner	1588020215354	1588020215418	OK	 
USER	Prove Ownership	628	END	1588020215353	1588020215418
USER	Prove Ownership	629	START	1588020215683	1588020215683
REQUEST	629		Prove Owner	1588020215684	1588020215954	OK	 
USER	Prove Ownership	629	END	1588020215683	1588020215955
USER	Prove Ownership	630	START	1588020216013	1588020216013
REQUEST	630		Prove Owner	1588020216014	1588020216186	OK	 
USER	Prove Ownership	630	END	1588020216013	1588020216187
USER	Prove Ownership	631	START	1588020216355	1588020216355
REQUEST	631		Prove Owner	1588020216355	1588020216413	OK	 
USER	Prove Ownership	631	END	1588020216355	1588020216413
USER	Prove Ownership	632	START	1588020216684	1588020216684
REQUEST	632		Prove Owner	1588020216684	1588020216744	OK	 
USER	Prove Ownership	632	END	1588020216684	1588020216745
USER	Prove Ownership	633	START	1588020217013	1588020217013
REQUEST	633		Prove Owner	1588020217013	1588020217074	OK	 
USER	Prove Ownership	633	END	1588020217013	1588020217075
USER	Prove Ownership	634	START	1588020217354	1588020217354
REQUEST	634		Prove Owner	1588020217355	1588020217416	OK	 
USER	Prove Ownership	634	END	1588020217354	1588020217417
USER	Prove Ownership	635	START	1588020217683	1588020217683
REQUEST	635		Prove Owner	1588020217685	1588020217808	OK	 
USER	Prove Ownership	635	END	1588020217683	1588020217808
USER	Prove Ownership	636	START	1588020218015	1588020218015
REQUEST	636		Prove Owner	1588020218015	1588020218071	OK	 
USER	Prove Ownership	636	END	1588020218015	1588020218071
USER	Prove Ownership	637	START	1588020218354	1588020218354
REQUEST	637		Prove Owner	1588020218355	1588020218405	OK	 
USER	Prove Ownership	637	END	1588020218354	1588020218405
USER	Prove Ownership	638	START	1588020218685	1588020218685
REQUEST	638		Prove Owner	1588020218686	1588020218740	OK	 
USER	Prove Ownership	638	END	1588020218685	1588020218740
USER	Prove Ownership	639	START	1588020219014	1588020219014
REQUEST	639		Prove Owner	1588020219015	1588020219065	OK	 
USER	Prove Ownership	639	END	1588020219014	1588020219066
USER	Prove Ownership	640	START	1588020219353	1588020219353
REQUEST	640		Prove Owner	1588020219354	1588020219412	OK	 
USER	Prove Ownership	640	END	1588020219353	1588020219413
USER	Prove Ownership	641	START	1588020219685	1588020219685
REQUEST	641		Prove Owner	1588020219686	1588020219755	OK	 
USER	Prove Ownership	641	END	1588020219685	1588020219755
USER	Prove Ownership	642	START	1588020220013	1588020220013
REQUEST	642		Prove Owner	1588020220013	1588020220119	OK	 
USER	Prove Ownership	642	END	1588020220013	1588020220120
USER	Prove Ownership	643	START	1588020220353	1588020220353
REQUEST	643		Prove Owner	1588020220354	1588020220431	OK	 
USER	Prove Ownership	643	END	1588020220353	1588020220431
USER	Prove Ownership	644	START	1588020220684	1588020220684
REQUEST	644		Prove Owner	1588020220684	1588020220743	OK	 
USER	Prove Ownership	644	END	1588020220684	1588020220743
USER	Prove Ownership	645	START	1588020221014	1588020221014
